chr,start,mappability,gc_content,end,NAT_X_SYN_004,NAT_X_SYN_042,NAT_X_SYN_044,NAT_X_SYN_051,NAT_X_SYN_054
LR999452.1,9600000,0.861455,0.64515,9700000,2408,1950,2594,2630,1999
LR999452.1,9700000,0.99624,0.64957,9800000,2340,1896,2697,2513,1959
LR999452.1,9800000,0.997368,0.6468,9900000,2522,2042,2674,2691,1986
LR999452.1,9900000,0.990318,0.66291,10000000,2961,2233,3063,2830,2451
LR999452.1,10000000,0.99472,0.62742,10100000,3140,2656,3575,3136,2551
LR999452.1,10100000,0.996283,0.6296,10200000,3212,2905,3434,3144,2727
LR999452.1,10200000,0.993089,0.64036,10300000,2628,2166,2882,2593,2291
LR999452.1,10300000,0.967555,0.65185,10400000,2650,2015,2872,2711,1984
LR999452.1,10400000,0.995022,0.63754,10500000,2611,2228,2899,2520,2161
LR999452.1,10500000,0.998667,0.63634,10600000,2655,2225,3109,2726,2277
LR999452.1,10600000,0.912043,0.65309,10700000,1877,1428,2098,1790,1411
LR999452.1,10700000,0.93668,0.62876,10800000,2839,2251,3009,2748,2339
LR999452.1,10800000,0.994804,0.62723,10900000,2598,2089,2834,2609,2273
LR999452.1,10900000,0.998642,0.63373,11000000,2945,2575,3361,3031,2463
LR999452.1,11000000,0.982517,0.6472,11100000,2755,2177,3074,2741,2191
LR999452.1,11100000,0.996657,0.6451,11200000,3037,2430,3349,3152,2543
LR999452.1,11200000,0.992956,0.62771,11300000,3019,2544,3389,2897,2304
LR999452.1,11300000,0.999445,0.62052,11400000,2680,2321,2921,2737,2325
LR999452.1,11400000,0.993648,0.64167,11500000,2948,2467,3161,3077,2488
LR999452.1,11500000,0.989392,0.63433,11600000,3049,2268,3277,2923,2426
LR999452.1,11600000,1,0.62476,11700000,2930,2510,3324,2998,2388
LR999452.1,11700000,0.998163,0.64808,11800000,2687,2170,2937,2607,2106
LR999452.1,11800000,0.984997,0.65708,11900000,2594,1956,2882,2546,2071
LR999452.1,11900000,0.984033,0.6483,12000000,2604,2506,3413,3198,2598
LR999452.1,12000000,0.977125,0.65049,12100000,2520,2177,2729,2665,2127
LR999452.1,12100000,0.99617,0.63979,12200000,2728,2271,2995,2817,2277
LR999452.1,12200000,0.995856,0.63959,12300000,2683,2090,3071,2581,2118
LR999452.1,12300000,0.99082,0.64525,12400000,2441,2123,2956,2699,2081
LR999452.1,12400000,0.998187,0.64884,12500000,3175,2488,3468,3210,2612
LR999452.1,12500000,0.994281,0.62131,12600000,2951,2596,3235,3081,2532
LR999452.1,12600000,0.998684,0.63089,12700000,2839,2231,3046,2845,2286
LR999452.1,12700000,0.987199,0.65338,12800000,2819,2787,3314,2893,2346
LR999452.1,12800000,0.985049,0.64976,12900000,2626,3065,2883,2640,2193
LR999452.1,12900000,0.997778,0.66474,13000000,2631,2858,2730,2442,2040
LR999452.1,13000000,0.979379,0.64864,13100000,2701,2966,2786,2697,2268
LR999452.1,13100000,0.957164,0.64048,13200000,2936,3145,3121,3127,2503
LR999452.1,13200000,0.646957,0.61578,13300000,1422,1379,1405,1323,1116
LR999452.1,13300000,0.998915,0.62123,13400000,3197,4076,3545,3391,2776
LR999452.1,13400000,0.994127,0.63408,13500000,2934,3335,3287,2987,2264
LR999452.1,13500000,0.982867,0.62592,13600000,3425,3921,3565,3335,2677
LR999452.1,13600000,0.994043,0.6223,13700000,3339,3904,3554,3324,2610
LR999452.1,13700000,0.997945,0.63043,13800000,3237,3871,3566,3045,2705
LR999452.1,13800000,0.963168,0.62424,13900000,4458,5109,4879,4802,3994
LR999452.1,13900000,0.995636,0.62831,14000000,3058,3676,3169,3128,2545
LR999452.1,14000000,0.999456,0.61119,14100000,3177,3860,3260,3217,2652
LR999452.1,14100000,0.984812,0.58911,14200000,3600,4473,3543,3608,2908
LR999452.1,14200000,0.399421,0.35326,14300000,62457,49073,53639,42541,45842
LR999453.1,0,0.335891,0.36744,100000,101010,101117,125930,135116,128546
LR999453.1,100000,0.578497,0.60773,200000,537,504,667,803,565
LR999453.1,200000,0.767468,0.48668,300000,2614,2261,2581,2803,2223
LR999453.1,300000,0.994341,0.60454,400000,2973,2598,3482,3107,2520
LR999453.1,400000,0.99964,0.63145,500000,3099,2501,3470,2968,2429
LR999453.1,500000,0.998635,0.63032,600000,2650,2210,3169,2727,2351
LR999453.1,600000,0.996188,0.63665,700000,2794,2313,3348,2908,2366
LR999453.1,700000,0.954747,0.60276,800000,3021,3483,4392,3933,3410
LR999453.1,800000,0.997255,0.62551,900000,2729,2442,3469,2911,2363
LR999453.1,900000,0.962708,0.63797,1000000,2730,2333,3331,2847,2346
LR999453.1,1000000,0.971019,0.62908,1100000,2931,2644,3434,3141,2553
LR999453.1,1100000,0.9845,0.63254,1200000,2966,2445,3168,2945,2516
LR999453.1,1200000,0.99393,0.64739,1300000,3126,2285,3396,3015,2261
LR999453.1,1300000,0.974015,0.62641,1400000,3003,2847,3607,3226,2745
LR999453.1,1400000,0.984562,0.64826,1500000,2809,2318,3072,2873,2422
LR999453.1,1500000,0.988485,0.63352,1600000,3380,2669,3388,3187,2488
LR999453.1,1600000,0.984448,0.63647,1700000,3353,2742,3712,3670,2864
LR999453.1,1700000,0.984953,0.62615,1800000,3137,2657,3725,3378,2776
LR999453.1,1800000,0.996944,0.63217,1900000,2944,2387,3114,2903,2414
LR999453.1,1900000,0.999965,0.64413,2000000,2728,2229,3064,2575,2142
LR999453.1,2000000,0.987281,0.63704,2100000,2799,2197,2988,2785,2144
LR999453.1,2100000,0.980439,0.62819,2200000,2765,2244,3063,2616,2125
LR999453.1,2200000,0.998047,0.62579,2300000,2918,2469,3334,2975,2357
LR999453.1,2300000,0.997912,0.64992,2400000,2691,2234,2946,2653,2292
LR999453.1,2400000,0.984051,0.6289,2500000,2588,2240,3236,2759,2252
LR999453.1,2500000,0.994321,0.62835,2600000,3770,2773,3847,3277,2649
LR999453.1,2600000,0.99737,0.63276,2700000,3151,2512,3349,3228,2609
LR999453.1,2700000,0.998823,0.62597,2800000,3264,2791,3638,3409,2818
LR999453.1,2800000,0.996469,0.62203,2900000,3230,2887,3546,3396,2650
LR999453.1,2900000,0.98879,0.6268,3000000,3660,2880,3653,3281,2685
LR999453.1,3000000,0.997885,0.63218,3100000,2892,2395,3234,2852,2457
LR999453.1,3100000,0.990528,0.62851,3200000,2741,2277,3215,2763,2156
LR999453.1,3200000,0.992553,0.62105,3300000,2954,2525,3302,3076,2418
LR999453.1,3300000,0.981084,0.60962,3400000,5752,4689,5473,5026,4238
LR999453.1,3400000,0.998009,0.62307,3500000,2783,2235,3374,2880,2325
LR999453.1,3500000,0.987909,0.63952,3600000,2848,2392,3074,2833,2274
LR999453.1,3600000,0.99526,0.61132,3700000,2673,2300,2966,2630,2167
LR999453.1,3700000,0.99479,0.6378,3800000,2799,2177,3012,2872,2303
LR999453.1,3800000,0.998587,0.6447,3900000,3046,2578,3153,3137,2630
LR999453.1,3900000,0.99751,0.62872,4000000,3077,2442,3333,3006,2448
LR999453.1,4000000,0.999151,0.61792,4100000,2773,2359,3206,2762,2237
LR999453.1,4100000,0.997074,0.63785,4200000,2552,2108,3152,2540,2034
LR999453.1,4200000,0.994611,0.63303,4300000,3207,2678,3551,3203,2714
LR999453.1,4300000,0.984374,0.64186,4400000,2734,2227,2944,2733,2306
LR999453.1,4400000,0.9987,0.63413,4500000,2481,2019,2800,2444,1955
LR999453.1,4500000,0.999267,0.62825,4600000,4187,3475,4413,4095,3334
LR999453.1,4600000,0.999215,0.61815,4700000,3073,2635,3445,3111,2551
LR999453.1,4700000,0.997906,0.62073,4800000,3149,2707,3440,3133,2666
LR999453.1,4800000,0.998255,0.63589,4900000,3308,2797,3482,3547,2839
LR999453.1,4900000,1,0.6155,5000000,3074,2264,3043,2720,2310
LR999453.1,5000000,0.813959,0.62945,5100000,2386,2069,2864,2495,2132
LR999453.1,5100000,0.98548,0.63883,5200000,2623,2224,2859,2641,2207
LR999453.1,5200000,0.972304,0.63435,5300000,2913,2395,3075,3047,2228
LR999453.1,5300000,0.996205,0.63845,5400000,3163,2780,3672,3154,2719
LR999453.1,5400000,0.999256,0.62647,5500000,2828,2406,3139,2956,2454
LR999453.1,5500000,0.998829,0.63844,5600000,3008,2460,3289,2958,2507
LR999453.1,5600000,0.995501,0.63995,5700000,3061,2510,3313,3012,2444
LR999453.1,5700000,0.978438,0.62165,5800000,2995,2707,3285,3193,2506
LR999453.1,5800000,0.991929,0.64215,5900000,2129,1732,2445,2214,1804
LR999453.1,5900000,0.993182,0.61576,6000000,3635,2626,3638,3013,2709
LR999453.1,6000000,0.99942,0.63719,6100000,2697,2228,2877,2844,2184
LR999453.1,6100000,0.985502,0.65281,6200000,2373,2046,2822,2451,1973
LR999453.1,6200000,0.98847,0.64347,6300000,2946,2453,3400,3144,2519
LR999453.1,6300000,0.993381,0.63507,6400000,3011,2386,3179,3336,2403
LR999453.1,6400000,0.985439,0.63289,6500000,2793,2247,2815,2964,2227
LR999453.1,6500000,0.991725,0.64957,6600000,2827,2279,3136,3111,2457
LR999453.1,6600000,0.997109,0.63598,6700000,3016,2517,3210,3272,2617
LR999453.1,6700000,0.936439,0.64337,6800000,2545,2115,2598,2680,2099
LR999453.1,6800000,0.890483,0.64694,6900000,2583,1958,2703,2554,2026
LR999453.1,6900000,0.994831,0.63146,7000000,3085,2644,3421,3219,2623
LR999453.1,7000000,0.999675,0.63286,7100000,2969,2513,3279,2994,2583
LR999453.1,7100000,0.983307,0.62235,7200000,3271,2718,3516,3125,2773
LR999453.1,7200000,0.98865,0.62526,7300000,2877,2403,2861,2920,2314
LR999453.1,7300000,0.992786,0.62667,7400000,3552,2779,3667,3498,2714
LR999453.1,7400000,0.980148,0.64496,7500000,2460,1872,2729,2511,1991
LR999453.1,7500000,0.992168,0.63708,7600000,2688,2220,2960,2860,2230
LR999453.1,7600000,0.967597,0.638,7700000,2856,2301,3222,2791,2343
LR999453.1,7700000,0.926922,0.62547,7800000,2822,2354,3199,2995,2334
LR999453.1,7800000,0.991819,0.64675,7900000,2900,2439,3064,2788,2376
LR999453.1,7900000,0.998718,0.63907,8000000,2579,2293,2979,2803,2212
LR999453.1,8000000,0.987557,0.63515,8100000,3073,2477,3095,2923,2532
LR999453.1,8100000,0.786325,0.61502,8200000,2771,2331,3324,2944,2340
LR999453.1,8200000,0.642768,0.45059,8300000,11019,7843,11234,8729,7622
LR999453.1,8300000,0.554271,0.40121,8400000,13780,10914,12607,12806,10022
LR999453.1,8400000,0.979517,0.63603,8500000,3061,2377,3084,2846,2333
LR999453.1,8500000,0.995872,0.63594,8600000,3133,2693,3377,3272,2762
LR999453.1,8600000,0.994473,0.64599,8700000,2892,2322,3240,2960,2391
LR999453.1,8700000,0.985788,0.64055,8800000,2704,2131,2911,2778,2243
LR999453.1,8800000,0.994541,0.63516,8900000,3016,2536,3254,2937,2355
LR999453.1,8900000,0.996374,0.64856,9000000,2757,2307,3042,2747,2202
LR999453.1,9000000,0.978204,0.6427,9100000,2932,2284,2971,2936,2354
LR999453.1,9100000,0.978979,0.66424,9200000,2567,2164,3067,2826,2247
LR999453.1,9200000,0.986438,0.65931,9300000,2982,2193,3017,2984,2426
LR999453.1,9300000,0.985879,0.65396,9400000,2800,2118,2942,2663,2070
LR999453.1,9400000,0.986569,0.6393,9500000,2594,2161,2939,2656,2185
LR999453.1,9500000,0.993416,0.64268,9600000,2666,2144,2797,2685,2231
LR999453.1,9600000,0.996312,0.65231,9700000,2715,2077,2776,2731,2172
LR999453.1,9700000,0.968765,0.64837,9800000,2373,1852,2475,2482,1941
LR999453.1,9800000,0.935858,0.65274,9900000,2621,2013,2615,2752,2066
LR999453.1,9900000,0.983648,0.66625,10000000,3037,2521,3231,2969,2417
LR999453.1,10000000,0.998128,0.66581,10100000,2316,1968,2682,2420,1970
LR999453.1,10100000,0.994466,0.663,10200000,2572,2064,2740,2750,2051
LR999453.1,10200000,0.99473,0.64555,10300000,2628,2205,2783,2758,2149
LR999453.1,10300000,0.983031,0.64774,10400000,3214,2694,3140,3461,2750
LR999453.1,10400000,0.975481,0.66859,10500000,2722,2153,2979,2888,2134
LR999453.1,10500000,0.963165,0.65924,10600000,3097,2311,3217,3078,2479
LR999453.1,10600000,0.921553,0.65672,10700000,2046,1672,2145,2074,1630
LR999453.1,10700000,0.980214,0.66985,10800000,2404,1905,2719,2553,1985
LR999453.1,10800000,0.958898,0.66033,10900000,2884,2158,3078,2901,2196
LR999453.1,10900000,0.980204,0.65545,11000000,2866,2249,3052,2958,2336
LR999453.1,11000000,0.921772,0.64709,11100000,2560,2016,2701,2675,2225
LR999453.1,11100000,0.972392,0.65256,11200000,2679,2140,2627,2664,2189
LR999453.1,11200000,0.919777,0.65301,11300000,2268,1789,2329,2470,1790
LR999453.1,11300000,0.892811,0.63694,11400000,5814,4598,5287,6178,4253
LR999453.1,11400000,0.964817,0.66878,11500000,2279,1708,2205,2364,1760
LR999453.1,11500000,0.991476,0.65232,11600000,2815,2194,3016,2805,2176
LR999453.1,11600000,0.955935,0.63623,11700000,2888,2290,3174,2943,2345
LR999453.1,11700000,0.966369,0.659,11800000,2302,1803,2616,2576,1814
LR999453.1,11800000,0.980279,0.66084,11900000,2472,1930,2589,2658,2069
LR999453.1,11900000,0.972006,0.63171,12000000,3274,2286,3143,3156,2518
LR999453.1,12000000,0.95162,0.63279,12100000,3188,2797,3465,3575,2641
LR999453.1,12100000,0.977253,0.65207,12200000,3261,2622,3466,3706,2685
LR999453.1,12200000,0.974464,0.64007,12300000,2528,2128,2984,2984,2305
LR999453.1,12300000,0.984136,0.6526,12400000,2283,1352,2133,2100,1448
LR999453.1,12400000,0.903569,0.6666,12500000,4017,2515,3291,3287,2759
LR999453.1,12500000,0.901514,0.67053,12600000,3328,2577,3157,3653,2647
LR999453.1,12600000,0.955687,0.65456,12700000,2852,2376,3131,3099,2444
LR999453.1,12700000,0.945141,0.66011,12800000,7624,5778,6645,7617,5266
LR999453.1,12800000,0.946533,0.65476,12900000,2885,2196,3308,2948,2301
LR999453.1,12900000,0.856033,0.60925,13000000,1867,1388,1426,1633,1367
LR999453.1,13000000,0.955548,0.63405,13100000,4305,3359,4054,4468,3248
LR999453.1,13100000,0.902354,0.64994,13200000,2728,2362,2956,3053,2281
LR999453.1,13200000,0.601949,0.40626,13300000,5559,4332,4160,5360,3137
LR999453.1,13300000,0.299607,0.43407,13400000,4831,3594,5129,5711,3578
LR999453.1,13400000,0.771468,0.57777,13500000,18577,15230,16035,6086,14118
LR999453.1,13500000,0.780874,0.60741,13600000,22052,22893,19442,27843,20090
LR999453.1,13600000,0.931043,0.66898,13700000,3407,2651,3487,4753,2655
LR999453.1,13700000,0.942454,0.65456,13800000,3857,3235,4032,4977,3236
LR999453.1,13800000,0.972636,0.66224,13900000,2695,1929,2538,3235,1986
LR999453.1,13900000,0.835714,0.64428,14000000,2153,1493,1710,1832,1502
LR999453.1,14000000,0.988354,0.66254,14100000,2413,1688,2493,3349,1807
LR999453.1,14100000,0.974985,0.65343,14200000,3466,2749,3504,4451,2718
LR999453.1,14200000,0.995344,0.65693,14300000,3187,2714,3498,4881,2671
LR999453.1,14300000,0.966884,0.68189,14400000,2480,1799,2565,3448,1924
LR999453.1,14400000,0.938968,0.63798,14500000,2835,2079,2616,3596,2083
LR999453.1,14500000,0.907722,0.66214,14600000,1982,1505,1982,2098,1452
LR999453.1,14600000,0.571281,0.44767,14700000,935,796,1067,1147,713
LR999453.1,14700000,0.769032,0.60749,14800000,1324,992,1685,1664,1084
LR999453.1,14800000,0.747812,0.66016,14900000,7604,6202,6783,7829,6750
LR999453.1,14900000,0.723042,0.49619,15000000,3416,3346,3270,5210,3209
LR999453.1,15000000,0.895911,0.58159,15100000,2839,2335,2935,3028,2235
LR999453.1,15100000,0.407178,0.27866,15200000,50698,41625,54481,50313,39522
LR999453.1,15200000,0.979622,0.55023,15300000,22435,19864,22568,25967,20473
LR999453.1,15300000,0.656205,0.43728,15400000,7476,6639,7728,8603,6510
LR999453.1,15400000,0.983537,0.55457,15500000,13949,12376,13638,15916,11977
LR999453.1,15500000,0.422602,0.3568,15600000,15980,11161,13939,15161,11672
LR999453.1,15600000,0.57295,0.49598,15700000,27457,22474,24871,25942,14080
LR999453.1,15700000,0.504103,0.33876,15800000,16936,16144,16736,19344,15260
LR999453.1,15800000,0.57482,0.36965,15900000,2969,1841,2755,2790,2081
LR999453.1,15900000,0.873542,0.61407,16000000,8822,6957,7750,9214,6246
LR999453.1,16000000,0.944338,0.63278,16100000,9272,7059,7421,9887,6556
LR999453.1,16100000,0.962624,0.66229,16200000,2858,2277,3030,3115,2320
LR999453.1,16200000,0.984442,0.67346,16300000,2026,1579,2370,2066,1595
LR999453.1,16300000,0.974095,0.62547,16400000,3269,2633,3085,3283,2432
LR999453.1,16400000,0.989341,0.64321,16500000,3157,2709,3318,3302,2572
LR999453.1,16500000,0.931499,0.66662,16600000,2150,1532,1984,2262,1577
LR999453.1,16600000,0.83748,0.66331,16700000,3501,2566,3559,3750,2804
LR999453.1,16700000,0.953515,0.67252,16800000,3411,2433,3188,3130,2507
LR999453.1,16800000,0.944066,0.65153,16900000,2855,2483,3424,3434,2613
LR999453.1,16900000,0.968849,0.65272,17000000,2687,2079,2523,2648,2120
LR999453.1,17000000,0.97232,0.66887,17100000,3027,2292,2556,2693,2178
LR999453.1,17100000,0.971473,0.66122,17200000,3808,2342,3063,3055,2269
LR999453.1,17200000,0.988761,0.65612,17300000,2407,1699,2549,2422,1843
LR999453.1,17300000,0.933113,0.65745,17400000,2390,1791,2526,2649,1913
LR999453.1,17400000,0.863943,0.64001,17500000,3280,2503,3180,3086,2476
LR999453.1,17500000,0.957154,0.66,17600000,2428,2132,2830,2758,2128
LR999453.1,17600000,0.974702,0.65551,17700000,2443,2101,2730,2687,2071
LR999453.1,17700000,0.980663,0.64676,17800000,2560,1989,2442,2348,1967
LR999453.1,17800000,0.972945,0.65252,17900000,2678,1994,2619,2560,2158
LR999453.1,17900000,0.642312,0.46286,18000000,1963,1576,1974,1788,1550
LR999453.1,18000000,0.385638,0.38924,18100000,7985,8337,8622,8711,7024
LR999453.1,18100000,0.682348,0.4955,18200000,77586,82297,66061,73918,69318
LR999453.1,18200000,0.982797,0.65939,18300000,2883,2196,2801,2764,2196
LR999453.1,18300000,0.945831,0.65513,18400000,3034,2345,2949,2992,2335
LR999453.1,18400000,0.971012,0.66844,18500000,2692,1983,2623,2511,2043
LR999453.1,18500000,0.968214,0.66337,18600000,2424,1945,2796,2726,2010
LR999453.1,18600000,0.97881,0.66467,18700000,2611,1804,2475,2489,1893
LR999453.1,18700000,0.911396,0.65221,18800000,3031,2491,3048,3382,2496
LR999453.1,18800000,0.997156,0.63769,18900000,2712,2260,2893,2603,2380
LR999453.1,18900000,0.949513,0.65746,19000000,2645,2133,2796,2911,2142
LR999453.1,19000000,0.96624,0.6419,19100000,3024,2698,3346,3437,2537
LR999453.1,19100000,0.995606,0.65763,19200000,2652,2201,2895,2876,2325
LR999453.1,19200000,0.992688,0.63461,19300000,3087,2657,3496,2970,2741
LR999453.1,19300000,0.926906,0.6841,19400000,3813,2791,3639,3819,2973
LR999453.1,19400000,0.99225,0.64123,19500000,3174,2389,3157,2981,2560
LR999453.1,19500000,0.981588,0.66651,19600000,2674,2014,2523,2688,2105
LR999453.1,19600000,0.963807,0.65564,19700000,3106,2184,3330,3327,2390
LR999453.1,19700000,0.942471,0.64955,19800000,2634,2056,2892,2655,2074
LR999453.1,19800000,0.928034,0.66632,19900000,2994,2210,3157,3073,2422
LR999453.1,19900000,0.984125,0.65019,20000000,2834,2313,3035,2985,2167
LR999453.1,20000000,0.99567,0.65895,20100000,2716,2165,2703,2750,2039
LR999453.1,20100000,0.994029,0.64442,20200000,2648,2159,2917,2976,2101
LR999453.1,20200000,0.98367,0.65901,20300000,2713,2078,2767,2676,2273
LR999453.1,20300000,0.96448,0.64537,20400000,2756,2276,2625,2818,2194
LR999453.1,20400000,0.989108,0.67148,20500000,2780,2023,2889,2864,2226
LR999453.1,20500000,0.925497,0.63233,20600000,3165,2577,3433,3684,2614
LR999453.1,20600000,0.998398,0.63206,20700000,2451,2094,2883,2672,2031
LR999453.1,20700000,0.986689,0.61232,20800000,2933,2420,2916,2845,2396
LR999453.1,20800000,0.751088,0.47923,20900000,2820,2395,2997,3186,2420
LR999453.1,20900000,0.767097,0.51099,21000000,2398,1561,2621,2550,1792
LR999453.1,21000000,0.963133,0.66406,21100000,3076,1621,2711,3006,2197
LR999453.1,21100000,0.942036,0.65581,21200000,3095,1788,3208,3118,2436
LR999453.1,21200000,0.970737,0.66446,21300000,4054,2585,3811,4437,3006
LR999453.1,21300000,0.979102,0.66618,21400000,2877,1099,2590,2594,2105
LR999453.1,21400000,0.983898,0.66079,21500000,2755,1306,2582,2497,1999
LR999453.1,21500000,0.483414,0.36572,21600000,2381,1507,1842,1906,1483
LR999454.1,0,0.888825,0.60889,100000,9672,6082,12802,10364,8223
LR999454.1,100000,0.997249,0.62677,200000,2650,2232,2859,2618,2148
LR999454.1,200000,0.968989,0.63816,300000,2975,2492,3378,3151,2523
LR999454.1,300000,0.981425,0.65261,400000,2824,2406,2961,2850,2229
LR999454.1,400000,0.972902,0.63817,500000,2279,1836,2669,2740,2118
LR999454.1,500000,0.997007,0.64195,600000,3258,2501,3315,3185,2660
LR999454.1,600000,0.979558,0.66196,700000,2816,2259,3064,2917,2238
LR999454.1,700000,0.993803,0.66514,800000,2431,1685,2493,2240,1944
LR999454.1,800000,0.992127,0.66418,900000,2694,2017,2963,2655,2265
LR999454.1,900000,0.988876,0.67078,1000000,2631,1934,2968,2720,2058
LR999454.1,1000000,0.989755,0.6781,1100000,2546,1801,2985,2557,2123
LR999454.1,1100000,0.974605,0.66946,1200000,2363,1791,2620,2414,1876
LR999454.1,1200000,0.994504,0.66319,1300000,2568,2104,2902,2976,2189
LR999454.1,1300000,0.986636,0.66026,1400000,2818,2264,3222,3000,2134
LR999454.1,1400000,0.89509,0.68708,1500000,2043,1570,2239,2255,1683
LR999454.1,1500000,0.911846,0.6704,1600000,1692,1336,2068,1971,1478
LR999454.1,1600000,0.969112,0.67739,1700000,10777,9766,9986,13261,12256
LR999454.1,1700000,0.974533,0.66638,1800000,2400,1869,2724,2600,2075
LR999454.1,1800000,0.970609,0.6408,1900000,2033,1606,1981,2028,1516
LR999454.1,1900000,0.994673,0.64163,2000000,2503,1854,2564,2557,1892
LR999454.1,2000000,0.949651,0.64466,2100000,2823,2239,3039,2831,2322
LR999454.1,2100000,0.990442,0.65682,2200000,2846,2333,3113,3115,2495
LR999454.1,2200000,0.986474,0.65049,2300000,3304,2523,3548,3425,2652
LR999454.1,2300000,0.951353,0.60267,2400000,14025,12731,12990,19139,17583
LR999454.1,2400000,0.873616,0.65902,2500000,2627,1927,2835,2366,2155
LR999454.1,2500000,0.981177,0.65969,2600000,2190,1745,2470,2223,1753
LR999454.1,2600000,0.987134,0.6743,2700000,2756,2202,2846,2810,2235
LR999454.1,2700000,0.888521,0.67793,2800000,2130,1554,2286,2397,1652
LR999454.1,2800000,0.91445,0.66019,2900000,2389,2092,2614,2904,1789
LR999454.1,2900000,0.863033,0.64611,3000000,2951,2649,2978,3301,2211
LR999454.1,3000000,0.946203,0.65275,3100000,2821,2549,3467,3180,2646
LR999454.1,3100000,0.367668,0.25938,3200000,1328,1155,1375,1553,1147
LR999454.1,3200000,0.874713,0.58957,3300000,3232,2537,3326,3411,2717
LR999454.1,3300000,0.777607,0.56955,3400000,3012,2135,2649,2773,2127
LR999454.1,3400000,0.654308,0.52959,3500000,1985,1702,2284,2096,1544
LR999454.1,3500000,0.856056,0.63217,3600000,49812,45263,62477,65572,61374
LR999454.1,3600000,0.68341,0.53448,3700000,1174,887,1182,1139,911
LR999454.1,3700000,0.98321,0.66367,3800000,3607,2781,3475,3479,2795
LR999454.1,3800000,0.952926,0.6636,3900000,3333,2702,3292,3309,2502
LR999454.1,3900000,0.938447,0.61299,4000000,3795,3199,3829,3851,3212
LR999454.1,4000000,0.993509,0.64724,4100000,3264,2392,3292,3143,2612
LR999454.1,4100000,0.98507,0.66135,4200000,2771,2009,2668,2774,2216
LR999454.1,4200000,0.954497,0.66334,4300000,2668,2154,2816,2897,2232
LR999454.1,4300000,0.933495,0.63957,4400000,3786,2486,3387,3250,2838
LR999454.1,4400000,0.935387,0.65101,4500000,5814,4767,5500,6015,5251
LR999454.1,4500000,0.923477,0.68208,4600000,2509,1811,2623,2760,1819
LR999454.1,4600000,0.918248,0.67533,4700000,2609,2041,2607,2647,2046
LR999454.1,4700000,0.972059,0.662,4800000,2157,1457,1890,2020,1402
LR999454.1,4800000,0.928999,0.61726,4900000,14547,9316,10947,9743,8881
LR999454.1,4900000,0.927558,0.61975,5000000,4623,3597,4279,4765,3560
LR999454.1,5000000,0.670792,0.53509,5100000,2121,1244,2027,2143,1505
LR999454.1,5100000,0.507382,0.38729,5200000,20102,21805,25440,24963,19189
LR999454.1,5200000,0.842035,0.59802,5300000,1848,2931,2838,4149,2276
LR999454.1,5300000,0.88723,0.64634,5400000,2770,2143,2734,3290,2249
LR999454.1,5400000,0.453043,0.35785,5500000,52387,43870,52838,50832,34851
LR999454.1,5500000,0.874006,0.61387,5600000,3315,2785,3087,4667,2584
LR999454.1,5600000,0.844528,0.52604,5700000,4253,3009,4227,4239,3084
LR999454.1,5700000,0.847313,0.6164,5800000,2359,1695,2488,2643,1882
LR999454.1,5800000,0.991843,0.64638,5900000,2583,1937,2477,2269,2019
LR999454.1,5900000,0.790178,0.52726,6000000,2258,1856,2330,2361,1841
LR999454.1,6000000,0.950649,0.63123,6100000,3084,2636,3304,3446,2632
LR999454.1,6100000,0.958739,0.61207,6200000,1981,1716,2084,2517,1727
LR999454.1,6200000,0.995353,0.64582,6300000,6057,5720,7615,7398,6640
LR999454.1,6300000,0.726026,0.5387,6400000,1752,899,1311,1356,969
LR999454.1,6400000,0.398933,0.26573,6500000,4523,3182,4752,4352,3383
LR999454.1,6500000,0.678703,0.47286,6600000,3654,3309,3968,4184,3368
LR999454.1,6600000,0.971914,0.65246,6700000,6643,5457,5819,6723,5888
LR999454.1,6700000,0.994197,0.66401,6800000,2632,2024,2834,2570,2030
LR999454.1,6800000,0.998547,0.63937,6900000,2639,2237,2840,2689,2134
LR999454.1,6900000,0.979166,0.67536,7000000,3090,2420,3255,3130,2492
LR999454.1,7000000,0.947052,0.67855,7100000,2485,1839,2554,2523,1907
LR999454.1,7100000,0.987451,0.64962,7200000,3172,2451,3379,2956,2466
LR999454.1,7200000,0.982046,0.67266,7300000,9131,8651,11611,11594,10603
LR999454.1,7300000,0.990275,0.65795,7400000,2835,2138,2852,2648,2275
LR999454.1,7400000,0.968767,0.67195,7500000,2106,1575,2379,2366,1764
LR999454.1,7500000,0.985695,0.65273,7600000,2994,2188,3130,2994,2304
LR999454.1,7600000,0.989627,0.65783,7700000,2818,2316,3000,3215,2380
LR999454.1,7700000,0.971926,0.66425,7800000,2500,1934,2796,2664,1965
LR999454.1,7800000,0.995078,0.66045,7900000,2737,2142,2926,2824,2185
LR999454.1,7900000,0.977049,0.67534,8000000,2337,1667,2437,2243,1767
LR999454.1,8000000,0.976802,0.66657,8100000,4001,3379,3976,4242,3098
LR999454.1,8100000,0.976348,0.67199,8200000,2755,2164,2962,2762,2207
LR999454.1,8200000,0.988895,0.67715,8300000,2417,1806,2611,2351,1949
LR999454.1,8300000,0.960213,0.66849,8400000,2503,1721,2727,2448,1995
LR999454.1,8400000,0.971295,0.66228,8500000,2474,1800,2628,2305,1861
LR999454.1,8500000,0.992553,0.66491,8600000,2319,1703,2326,2428,1682
