chr,start,mappability,gc_content,end,sample_H,sample_I,sample_J
NC_053023.1,589200000,0.884849,0.520937,589500000,9391,7250,7153
NC_053023.1,589500000,0.779776,0.537423,589800000,33263,19811,19637
NC_053023.1,589800000,0.917627,0.558717,590100000,35601,20218,19930
NC_053023.1,590100000,0.894837,0.564757,590400000,36124,20125,19349
NC_053023.1,590400000,0.927519,0.533123,590700000,35745,19691,19629
NC_053023.1,590700000,0.856028,0.535633,591000000,33987,18695,18364
NC_053023.1,591000000,0.918956,0.54915,591300000,36246,20129,19805
NC_053023.1,591300000,0.755236,0.554147,591600000,32968,18916,19000
NC_053023.1,591600000,0.797857,0.535743,591900000,31734,18131,18754
NC_053023.1,591900000,0.862663,0.523953,592200000,34663,20562,19993
NC_053023.1,592200000,0.895907,0.528237,592500000,36797,20833,20429
NC_053023.1,592500000,0.702277,0.52666,592800000,29212,16492,16041
NC_053023.1,592800000,0.765107,0.527267,593100000,32971,18567,17916
NC_053023.1,593100000,0.849141,0.53739,593400000,36384,20751,20207
NC_053023.1,593400000,0.683341,0.566363,593700000,22561,13280,13201
NC_053023.1,593700000,0.905939,0.54228,594000000,28778,16720,16576
NC_053023.1,594000000,0.767614,0.536397,594300000,33346,19596,18741
NC_053023.1,594300000,0.843031,0.533773,594600000,27996,15667,15134
NC_053023.1,594600000,0.614089,0.54927,594900000,19549,11642,11342
NC_053023.1,594900000,0.625994,0.545657,595200000,21552,12685,12688
NC_053023.1,595200000,0.564112,0.547867,595500000,16731,10151,10306
NC_053023.1,595500000,0.840593,0.553997,595800000,20495,11891,11926
NC_053023.1,595800000,0.759654,0.54485,596100000,24831,14610,14358
NC_053023.1,596100000,0.890623,0.542847,596400000,27421,15220,15285
NC_053023.1,596400000,0.607966,0.543743,596700000,21759,12049,12167
NC_053023.1,596700000,0.573669,0.540203,597000000,23441,12593,12684
NC_053023.1,597000000,0.639991,0.53553,597300000,25265,14075,13958
NC_053023.1,597300000,0.664384,0.548563,597600000,26762,15361,14999
NC_053023.1,597600000,0.956992,0.54063,597900000,35463,19158,18599
NC_053023.1,597900000,0.898828,0.549093,598200000,36828,20263,20247
NC_053023.1,598200000,0.95643,0.530337,598500000,36746,19736,19438
NC_053023.1,598500000,0.925349,0.554513,598800000,38831,21208,20931
NC_053023.1,598800000,0.699029,0.55897,599100000,30545,17241,16815
NC_053023.1,599100000,0.679384,0.535153,599400000,29894,16986,16686
NC_053023.1,599400000,0.767764,0.546203,599700000,30682,16924,16302
NC_053023.1,599700000,0.87183,0.54229,600000000,35315,19316,19077
NC_053023.1,600000000,0.868389,0.532043,600300000,33953,18834,18464
NC_053023.1,600300000,0.891702,0.526613,600600000,36645,20701,20172
NC_053023.1,600600000,0.947179,0.533803,600900000,37823,20478,20296
NC_053023.1,600900000,0.964115,0.543913,601200000,35046,18517,18480
NC_053023.1,601200000,0.894519,0.534133,601500000,39041,23051,22139
NC_053023.1,601500000,0.761657,0.536857,601800000,29898,16115,15737
NC_053023.1,601800000,0.625209,0.54147,602100000,25587,14549,14184
NC_053023.1,602100000,0.88861,0.53023,602400000,38228,21681,21486
NC_053023.1,602400000,0.866268,0.539223,602700000,34382,18927,18705
NC_053023.1,602700000,0.95065,0.532057,603000000,37546,20112,19434
NC_053023.1,603000000,0.783355,0.53575,603300000,31974,17655,17280
NC_053023.1,603300000,0.666938,0.540607,603600000,27759,15433,15119
NC_053023.1,603600000,0.862885,0.54284,603900000,33680,18980,18370
NC_053023.1,603900000,0.781752,0.531523,604200000,31108,17151,16742
NC_053023.1,604200000,0.682129,0.54719,604500000,30243,17201,16726
NC_053023.1,604500000,0.805602,0.52197,604800000,33432,18264,18033
NC_053023.1,604800000,0.775482,0.553153,605100000,32908,18643,18363
NC_053023.1,605100000,0.923485,0.535613,605400000,37581,21192,20492
NC_053023.1,605400000,0.685272,0.549233,605700000,21732,13189,13032
NC_053023.1,605700000,0.752274,0.55325,606000000,34561,18842,18469
NC_053023.1,606000000,0.809555,0.536923,606300000,36303,20227,19817
NC_053023.1,606300000,0.941637,0.544733,606600000,38092,20457,20455
NC_053023.1,606600000,0.875367,0.54602,606900000,35727,19571,19019
NC_053023.1,606900000,0.954519,0.53534,607200000,34986,18249,18333
NC_053023.1,607200000,0.805178,0.53148,607500000,30775,16699,16248
NC_053023.1,607500000,0.78351,0.533357,607800000,34166,17319,18256
NC_053023.1,607800000,0.807993,0.536243,608100000,32169,17484,17025
NC_053023.1,608100000,0.835465,0.530027,608400000,35350,18954,19044
NC_053023.1,608400000,0.959193,0.5492,608700000,37547,20313,19992
NC_053023.1,608700000,0.905766,0.53368,609000000,37581,20715,20334
NC_053023.1,609000000,0.835868,0.539563,609300000,31178,17814,17556
NC_053023.1,609300000,0.588069,0.536853,609600000,22114,14496,14411
NC_053023.1,609600000,0.652431,0.53017,609900000,14884,9984,10180
NC_053023.1,609900000,0.700175,0.534613,610200000,23716,13505,13504
NC_053023.1,610200000,0.605554,0.526977,610500000,20336,12831,12912
NC_053023.1,610500000,0.582292,0.53531,610800000,23396,14692,15133
NC_053023.1,610800000,0.815021,0.51915,611100000,41430,23745,24767
NC_053023.1,611100000,0.937919,0.5408,611400000,37868,20488,20016
NC_053023.1,611400000,0.936351,0.534947,611700000,39253,21960,21658
NC_053023.1,611700000,0.93216,0.543283,612000000,39097,21747,21180
NC_053023.1,612000000,0.900399,0.53927,612300000,35832,19012,18258
NC_053023.1,612300000,0.806986,0.558487,612600000,32477,17964,17389
NC_053023.1,612600000,0.844922,0.542547,612900000,34295,18334,18585
NC_053023.1,612900000,0.613973,0.546343,613200000,23281,16039,16035
NC_053023.1,613200000,0.455164,0.544233,613500000,12482,18814,13369
NC_053023.1,613500000,0.564016,0.535757,613800000,23031,14220,13568
NC_053023.1,613800000,0.577597,0.532157,614100000,20664,11499,12409
NC_053023.1,614100000,0.797942,0.5514,614400000,30770,17456,17250
NC_053023.1,614400000,0.911806,0.54226,614700000,38321,21595,21202
NC_053023.1,614700000,0.919687,0.55407,615000000,34698,20541,19706
NC_053023.1,615000000,0.915288,0.551477,615300000,34854,19851,19830
NC_053023.1,615300000,0.91941,0.545517,615600000,28826,16114,15919
NC_053023.1,615600000,0.780221,0.531493,615900000,28646,16632,16442
NC_053023.1,615900000,0.827689,0.51238,616200000,20021,11648,11469
NC_053023.1,616200000,0.766691,0.549223,616500000,23637,13578,13711
NC_053023.1,616500000,0.707748,0.52159,616800000,24447,13116,12965
NC_053023.1,616800000,0.441558,0.5363,617100000,14843,9211,9863
NC_053023.1,617100000,0.813027,0.50489,617400000,28419,15273,14941
NC_053023.1,617400000,0.90849,0.53342,617700000,29068,16482,16540
NC_053023.1,617700000,0.922021,0.528723,618000000,33525,17902,17852
NC_053023.1,618000000,0.728996,0.513747,618300000,22051,13162,13334
NC_053023.1,618300000,0.93017,0.5276,618600000,37835,21088,20936
NC_053023.1,618600000,0.959916,0.546947,618900000,36782,19745,19518
NC_053023.1,618900000,0.916893,0.538643,619200000,38589,21147,20831
NC_053023.1,619200000,0.746332,0.540177,619500000,31916,17855,17223
NC_053023.1,619500000,0.91458,0.529087,619800000,37342,20876,20277
NC_053023.1,619800000,0.928096,0.526787,620100000,38662,21099,20769
NC_053023.1,620100000,0.907057,0.530727,620400000,35699,19893,19559
NC_053023.1,620400000,0.900888,0.525993,620700000,39088,23240,22682
NC_053023.1,620700000,0.924943,0.539167,621000000,40394,22280,22131
NC_053023.1,621000000,0.942238,0.524243,621300000,40484,22802,22480
NC_053023.1,621300000,0.761424,0.543167,621600000,34722,20723,20589
NC_053023.1,621600000,0.969014,0.528117,621900000,36568,19608,19185
NC_053023.1,621900000,0.758515,0.540883,622200000,30100,16683,16611
NC_053023.1,622200000,0.857032,0.53959,622500000,34728,19192,19076
NC_053023.1,622500000,0.577468,0.51896,622800000,17115,15285,14047
NC_053023.1,622800000,0.642232,0.527483,623100000,25761,15414,15211
NC_053023.1,623100000,0.903489,0.545137,623400000,32174,18352,18160
NC_053023.1,623400000,0.90367,0.539927,623700000,37514,20393,19834
NC_053023.1,623700000,0.895015,0.53302,624000000,36142,19670,19499
NC_053023.1,624000000,0.776788,0.520243,624300000,27404,14813,15212
NC_053023.1,624300000,0.727249,0.527173,624600000,24466,13273,13394
NC_053023.1,624600000,0.692337,0.553177,624900000,25336,13845,13629
NC_053023.1,624900000,0.845205,0.544903,625200000,26987,14681,14296
NC_053023.1,625200000,0.874677,0.555777,625500000,28758,15560,15539
NC_053023.1,625500000,0.889943,0.539683,625800000,32102,17413,17526
NC_053023.1,625800000,0.455762,0.54406,626100000,17837,10960,10641
NC_053023.1,626100000,0.769802,0.52823,626400000,32635,17608,17384
NC_053023.1,626400000,0.803958,0.519693,626700000,29816,16256,15827
NC_053023.1,626700000,0.621738,0.54084,627000000,25933,14603,14319
NC_053023.1,627000000,0.938573,0.53356,627300000,29745,16434,15994
NC_053023.1,627300000,0.956402,0.5444,627600000,33347,17492,17155
NC_053023.1,627600000,0.921218,0.516627,627900000,33836,18957,18455
NC_053023.1,627900000,0.871625,0.539167,628200000,25027,14325,14105
NC_053023.1,628200000,0.7641,0.526267,628500000,27231,16129,15927
NC_053023.1,628500000,0.885126,0.53325,628800000,28618,15958,15744
NC_053023.1,628800000,0.932563,0.529687,629100000,34780,19541,19295
NC_053023.1,629100000,0.896204,0.5393,629400000,37966,20887,20574
NC_053023.1,629400000,0.810155,0.544913,629700000,32132,18750,18084
NC_053023.1,629700000,0.571803,0.52693,630000000,15131,10233,11482
NC_053023.1,630000000,0.873575,0.53404,630300000,22376,21738,21350
NC_053023.1,630300000,0.94491,0.537,630600000,21388,20659,20270
NC_053023.1,630600000,0.916796,0.542257,630900000,22441,22073,21776
NC_053023.1,630900000,0.909355,0.54546,631200000,23044,21711,22036
NC_053023.1,631200000,0.942568,0.531377,631500000,38460,20947,20535
NC_053023.1,631500000,0.842414,0.543813,631800000,29407,19846,20083
NC_053023.1,631800000,0.611427,0.54738,632100000,22512,13848,13753
NC_053023.1,632100000,0.885679,0.54368,632400000,35646,19505,19105
NC_053023.1,632400000,0.781717,0.53094,632700000,32012,17189,17450
NC_053023.1,632700000,0.83676,0.52793,633000000,30812,18339,18062
NC_053023.1,633000000,0.908727,0.537053,633300000,19277,18434,17962
NC_053023.1,633300000,0.707933,0.534833,633600000,13305,13332,12962
NC_053023.1,633600000,0.766,0.535463,633900000,13550,12981,12648
NC_053023.1,633900000,0.717136,0.552907,634200000,14536,13827,13983
NC_053023.1,634200000,0.540611,0.550317,634500000,11111,10308,10451
NC_053023.1,634500000,0.759702,0.545177,634800000,16269,15733,15662
NC_053023.1,634800000,0.933888,0.52318,635100000,24514,23698,22803
NC_053023.1,635100000,0.933619,0.527143,635400000,19013,18780,18494
NC_053023.1,635400000,0.92229,0.54028,635700000,19122,18400,18217
NC_053023.1,635700000,0.829369,0.535383,636000000,17478,16483,16199
NC_053023.1,636000000,0.843629,0.548803,636300000,21895,21558,21038
NC_053023.1,636300000,0.937522,0.540747,636600000,21126,20944,20655
NC_053023.1,636600000,0.787626,0.556603,636900000,20820,20831,20246
NC_053023.1,636900000,0.657823,0.54817,637200000,15763,15349,14725
NC_053023.1,637200000,0.664608,0.537163,637500000,15286,14612,14464
NC_053023.1,637500000,0.851027,0.560797,637800000,18102,17621,17670
NC_053023.1,637800000,0.899771,0.53672,638100000,20121,19742,19359
NC_053023.1,638100000,0.875639,0.543503,638400000,21325,20865,20673
NC_053023.1,638400000,0.717255,0.53149,638700000,19865,20362,20367
NC_053023.1,638700000,0.876286,0.54488,639000000,21424,20718,21079
NC_053023.1,639000000,0.833779,0.534123,639300000,19923,18704,18540
NC_053023.1,639300000,0.568821,0.49807,639600000,20118,17074,17584
NC_053023.1,639600000,0.467153,0.53429,639900000,12982,12330,11990
NC_053023.1,639900000,0.656485,0.54006,640200000,14625,14088,14266
NC_053023.1,640200000,0.704558,0.530107,640500000,17074,16649,16492
NC_053023.1,640500000,0.664077,0.543457,640800000,15964,15756,14940
NC_053023.1,640800000,0.868447,0.55105,641100000,20152,19958,19595
NC_053023.1,641100000,0.830483,0.509517,641400000,19360,19118,18573
NC_053023.1,641400000,0.864521,0.534597,641700000,18987,18916,18099
NC_053023.1,641700000,0.9127,0.53213,642000000,22540,21865,21318
NC_053023.1,642000000,0.764934,0.521397,642300000,18610,18125,17574
NC_053023.1,642300000,0.774464,0.54938,642600000,19383,18998,18549
NC_053023.1,642600000,0.695379,0.535693,642900000,16580,15980,15756
NC_053023.1,642900000,0.880357,0.536737,643200000,21844,20635,20843
NC_053023.1,643200000,0.829417,0.545603,643500000,18414,18226,17730
NC_053023.1,643500000,0.64268,0.54595,643800000,15473,15343,14692
NC_053023.1,643800000,0.800203,0.5341,644100000,22144,21369,20856
NC_053023.1,644100000,0.899292,0.535407,644400000,22205,21392,21191
NC_053023.1,644400000,0.821419,0.52723,644700000,17853,16981,16740
NC_053023.1,644700000,0.818659,0.523217,645000000,20299,19560,19726
NC_053023.1,645000000,0.950666,0.52934,645300000,21506,21256,20794
NC_053023.1,645300000,0.465649,0.54899,645600000,11963,11555,11179
NC_053023.1,645600000,0.594268,0.546863,645900000,14728,13943,13660
NC_053023.1,645900000,0.46662,0.548703,646200000,12047,11867,11437
NC_053023.1,646200000,0.895562,0.529667,646500000,18902,17937,17498
NC_053023.1,646500000,0.846691,0.523163,646800000,20188,19868,19266
NC_053023.1,646800000,0.566108,0.557847,647100000,14642,13907,13617
NC_053023.1,647100000,0.756528,0.52013,647400000,17037,16455,16236
NC_053023.1,647400000,0.753468,0.540923,647700000,18233,17504,17562
NC_053023.1,647700000,0.644975,0.53673,648000000,16111,15235,15051
NC_053023.1,648000000,0.5971,0.52118,648300000,14417,13750,13575
NC_053023.1,648300000,0.933543,0.539013,648600000,20442,19765,19475
NC_053023.1,648600000,0.846264,0.542387,648900000,15632,15186,14899
NC_053023.1,648900000,0.782222,0.551253,649200000,22079,21241,21756
NC_053023.1,649200000,0.752675,0.555203,649500000,18855,18287,18355
NC_053023.1,649500000,0.91109,0.548477,649800000,19535,18700,18444
NC_053023.1,649800000,0.811838,0.533023,650100000,21936,20844,20834
NC_053023.1,650100000,0.865332,0.52008,650400000,22184,21510,21067
NC_053023.1,650400000,0.734374,0.517497,650700000,17199,16683,16284
NC_053023.1,650700000,0.929453,0.53561,651000000,22101,21466,21020
NC_053023.1,651000000,0.92295,0.536123,651300000,30659,30423,29913
NC_053023.1,651300000,0.952397,0.523117,651600000,21792,21447,20689
NC_053023.1,651600000,0.959358,0.52053,651900000,20480,20724,19956
NC_053023.1,651900000,0.576044,0.529847,652200000,15987,14113,14076
NC_053023.1,652200000,0.686441,0.54562,652500000,16438,16376,16099
NC_053023.1,652500000,0.453295,0.528107,652800000,13833,13004,12267
NC_053023.1,652800000,0.771675,0.536543,653100000,21744,20352,19269
NC_053023.1,653100000,0.928985,0.541513,653400000,29018,28420,27726
NC_053023.1,653400000,0.806867,0.541617,653700000,20665,20564,20102
NC_053023.1,653700000,0.916532,0.522353,654000000,24760,24571,24283
NC_053023.1,654000000,0.767778,0.541633,654300000,18456,17811,17527
NC_053023.1,654300000,0.897079,0.547167,654600000,19897,19451,19221
NC_053023.1,654600000,0.911511,0.53971,654900000,18687,17829,17553
NC_053023.1,654900000,0.781188,0.53788,655200000,31440,34607,27570
NC_053023.1,655200000,0.815474,0.527037,655500000,15972,14817,14978
NC_053023.1,655500000,0.830897,0.54437,655800000,40963,43622,35489
NC_053023.1,655800000,0.886262,0.536603,656100000,18003,17821,17281
NC_053023.1,656100000,0.818224,0.53988,656400000,13748,13841,13160
NC_053023.1,656400000,0.889837,0.54026,656700000,19860,19506,19461
NC_053023.1,656700000,0.863562,0.525497,657000000,15351,15044,14440
NC_053023.1,657000000,0.879619,0.540063,657300000,23264,22517,22154
NC_053023.1,657300000,0.669444,0.532497,657600000,15202,14848,14673
NC_053023.1,657600000,0.603636,0.5388,657900000,17907,15325,14574
NC_053023.1,657900000,0.662398,0.52879,658200000,16736,17495,16202
NC_053023.1,658200000,0.88242,0.556233,658500000,19836,18716,18579
NC_053023.1,658500000,0.707559,0.541627,658800000,18367,16883,16964
NC_053023.1,658800000,0.857614,0.542673,659100000,18364,17370,17280
NC_053023.1,659100000,0.880226,0.540977,659400000,18252,17122,17140
NC_053023.1,659400000,0.726803,0.52859,659700000,28193,20387,20449
NC_053023.1,659700000,0.869536,0.541513,660000000,21014,19836,19938
NC_053023.1,660000000,0.935896,0.53709,660300000,20564,20249,19930
NC_053023.1,660300000,0.902402,0.54385,660600000,19578,18931,19013
NC_053023.1,660600000,0.79633,0.5439,660900000,16424,15467,15414
NC_053023.1,660900000,0.87344,0.546427,661200000,19037,18566,18405
NC_053023.1,661200000,0.749101,0.550907,661500000,16089,15943,15811
NC_053023.1,661500000,0.875257,0.55459,661800000,17647,16817,16626
NC_053023.1,661800000,0.92238,0.539797,662100000,23830,23241,23076
NC_053023.1,662100000,0.918326,0.54458,662400000,18893,18108,18061
NC_053023.1,662400000,0.763135,0.55385,662700000,13247,13775,12597
NC_053023.1,662700000,0.645684,0.533273,663000000,24831,16488,17887
NC_053023.1,663000000,0.793002,0.550133,663300000,18760,18536,18146
NC_053023.1,663300000,0.92056,0.52892,663600000,13882,13687,13432
NC_053023.1,663600000,0.876142,0.540783,663900000,14718,13769,13722
NC_053023.1,663900000,0.680916,0.52075,664200000,12596,12176,11991
NC_053023.1,664200000,0.824449,0.5536,664500000,16995,16393,16417
NC_053023.1,664500000,0.807732,0.544487,664800000,20132,19519,19305
NC_053023.1,664800000,0.676102,0.547427,665100000,17766,17516,17211
NC_053023.1,665100000,0.765861,0.534913,665400000,18710,18171,17869
NC_053023.1,665400000,0.865152,0.52359,665700000,13232,12882,12917
NC_053023.1,665700000,0.849251,0.525573,666000000,20029,19882,19138
NC_053023.1,666000000,0.772239,0.532213,666300000,19597,19905,18956
NC_053023.1,666300000,0.794998,0.53698,666600000,18794,18233,17870
NC_053023.1,666600000,0.840002,0.535963,666900000,30181,30222,28641
NC_053023.1,666900000,0.793443,0.50759,667200000,18611,17801,17234
NC_053023.1,667200000,0.598797,0.530643,667500000,15783,11317,11421
NC_053023.1,667500000,0.707024,0.544983,667800000,26318,20070,19568
NC_053023.1,667800000,0.920094,0.546967,668100000,22118,22063,21464
NC_053023.1,668100000,0.813917,0.533777,668400000,21154,20980,20393
NC_053023.1,668400000,0.918991,0.53829,668700000,25842,26686,25980
NC_053023.1,668700000,0.837352,0.548013,669000000,31007,19084,18732
NC_053023.1,669000000,0.876133,0.54002,669300000,38846,23447,22468
NC_053023.1,669300000,0.853381,0.53945,669600000,35179,20794,20702
NC_053023.1,669600000,0.894605,0.51514,669900000,35622,20367,19911
NC_053023.1,669900000,0.752276,0.545197,670200000,15441,10034,9853
NC_053023.1,670200000,0.85623,0.527833,670500000,31104,17264,17419
NC_053023.1,670500000,0.65017,0.534787,670800000,28707,17491,17186
NC_053023.1,670800000,0.939182,0.538473,671100000,39416,21795,21361
NC_053023.1,671100000,0.867891,0.533537,671400000,43028,23785,23176
NC_053023.1,671400000,0.554771,0.52673,671700000,19236,12980,13803
NC_053023.1,671700000,0.698937,0.525927,672000000,16994,13860,13711
NC_053023.1,672000000,0.882172,0.548317,672300000,36774,21182,20737
NC_053023.1,672300000,0.700466,0.53931,672600000,23551,17643,17052
NC_053023.1,672600000,0.800304,0.551247,672900000,17049,16724,16313
NC_053023.1,672900000,0.875311,0.544147,673200000,17985,17224,17143
NC_053023.1,673200000,0.852599,0.542277,673500000,17679,16910,16864
NC_053023.1,673500000,0.839654,0.54202,673800000,17438,16708,16813
NC_053023.1,673800000,0.938305,0.545243,674100000,17508,17059,16886
NC_053023.1,674100000,0.902035,0.525137,674400000,9943,9390,9341
NC_053023.1,674400000,0.662116,0.505713,674700000,4437,4141,3973
NC_053023.1,674700000,0.557398,0.507923,675000000,3505,3352,3333
NC_053023.1,675000000,0.931867,0.529557,675300000,14581,13790,13726
NC_053023.1,675300000,0.895869,0.534307,675600000,17475,17823,17375
NC_053023.1,675600000,0.920293,0.551017,675900000,19235,18841,18348
NC_053023.1,675900000,0.713494,0.55282,676200000,16142,15488,15082
NC_053023.1,676200000,0.645851,0.526693,676500000,13309,12701,12627
NC_053023.1,676500000,0.756477,0.518467,676800000,14670,14683,14492
NC_053023.1,676800000,0.915342,0.544813,677100000,20207,19044,18675
NC_053023.1,677100000,0.669283,0.54476,677400000,13505,13325,12866
NC_053023.1,677400000,0.767563,0.53843,677700000,16181,18495,15281
NC_053023.1,677700000,0.60639,0.537753,678000000,12210,18001,11455
NC_053023.1,678000000,0.897879,0.530927,678300000,26376,38380,29182
NC_053023.1,678300000,0.696445,0.530637,678600000,15152,23426,14274
NC_053023.1,678600000,0.737202,0.53606,678900000,15461,25400,14593
NC_053023.1,678900000,0.937441,0.539387,679200000,26659,40795,25810
NC_053023.1,679200000,0.819499,0.524373,679500000,16880,28583,16564
NC_053023.1,679500000,0.707879,0.51778,679800000,13924,23501,13431
NC_053023.1,679800000,0.94597,0.522343,680100000,22287,37702,21113
NC_053023.1,680100000,0.813059,0.528897,680400000,18547,32572,18008
NC_053023.1,680400000,0.763593,0.50979,680700000,17773,30738,17015
NC_053023.1,680700000,0.888097,0.52595,681000000,19592,33676,18659
NC_053023.1,681000000,0.592692,0.549463,681300000,15731,24020,14887
NC_053023.1,681300000,0.771407,0.539423,681600000,20222,31591,19119
NC_053023.1,681600000,0.768109,0.538663,681900000,19954,30926,18660
NC_053023.1,681900000,0.935826,0.555143,682200000,17676,29944,16880
NC_053023.1,682200000,0.895999,0.552417,682500000,21963,35426,20891
NC_053023.1,682500000,0.91384,0.5452,682800000,24670,41724,23740
NC_053023.1,682800000,0.827221,0.532907,683100000,20935,35094,20143
NC_053023.1,683100000,0.754543,0.53398,683400000,18494,31490,17485
NC_053023.1,683400000,0.616624,0.516617,683700000,13950,20325,13114
NC_053023.1,683700000,0.71282,0.54464,684000000,18120,29436,17137
NC_053023.1,684000000,0.92849,0.536617,684300000,21549,38232,20842
NC_053023.1,684300000,0.779811,0.515033,684600000,15535,22307,14662
NC_053023.1,684600000,0.679573,0.510903,684900000,16904,19676,15019
NC_053023.1,684900000,0.514659,0.52262,685200000,18280,20314,16220
NC_053023.1,685200000,0.586071,0.525837,685500000,18647,24418,16288
NC_053023.1,685500000,0.680086,0.520157,685800000,18114,19528,13887
NC_053023.1,685800000,0.749226,0.534953,686100000,11378,14922,10842
NC_053023.1,686100000,0.750916,0.559123,686400000,11656,16096,11588
NC_053023.1,686400000,0.777044,0.52456,686700000,23371,35297,23365
NC_053023.1,686700000,0.804082,0.527277,687000000,20021,33990,19112
NC_053023.1,687000000,0.681164,0.536123,687300000,17093,29570,15961
NC_053023.1,687300000,0.574839,0.513753,687600000,17733,30511,16815
NC_053023.1,687600000,0.656187,0.53321,687900000,16721,25004,15823
NC_053023.1,687900000,0.738131,0.534253,688200000,19830,26906,18799
NC_053023.1,688200000,0.791435,0.541767,688500000,19673,32747,18529
NC_053023.1,688500000,0.901436,0.53519,688800000,20832,35352,19748
NC_053023.1,688800000,0.807984,0.538773,689100000,19665,32961,18863
NC_053023.1,689100000,0.554143,0.538683,689400000,13229,22229,12868
NC_053023.1,689400000,0.739473,0.5457,689700000,17939,29808,17153
NC_053023.1,689700000,0.482148,0.518303,690000000,14063,22308,13410
NC_053023.1,690000000,0.821404,0.53246,690300000,16132,24588,15126
NC_053023.1,690300000,0.829403,0.545437,690600000,20202,33388,19419
NC_053023.1,690600000,0.737824,0.53811,690900000,15374,25529,15004
NC_053023.1,690900000,0.832885,0.54489,691200000,20117,33308,18613
NC_053023.1,691200000,0.936758,0.528157,691500000,28958,43572,28042
NC_053023.1,691500000,0.920206,0.53778,691800000,24763,41839,23661
NC_053023.1,691800000,0.851861,0.543367,692100000,18980,32028,18524
NC_053023.1,692100000,0.841119,0.52504,692400000,20477,31707,19502
NC_053023.1,692400000,0.82548,0.542437,692700000,18261,29041,17316
NC_053023.1,692700000,0.911775,0.546217,693000000,19150,31683,18127
NC_053023.1,693000000,0.761853,0.532603,693300000,16482,26354,15786
NC_053023.1,693300000,0.79587,0.554783,693600000,16263,24994,15315
NC_053023.1,693600000,0.897981,0.541853,693900000,19431,31443,18160
NC_053023.1,693900000,0.579992,0.536807,694200000,14292,23025,13412
NC_053023.1,694200000,0.674539,0.536863,694500000,15650,25243,14900
NC_053023.1,694500000,0.766867,0.54758,694800000,10904,14954,10238
NC_053023.1,694800000,0.763639,0.533717,695100000,13476,17333,12590
NC_053023.1,695100000,0.930767,0.54133,695400000,17430,30391,16432
NC_053023.1,695400000,0.858965,0.543643,695700000,13389,20524,12817
NC_053023.1,695700000,0.69252,0.531767,696000000,12003,20709,11770
NC_053023.1,696000000,0.501266,0.541007,696300000,9381,15189,8969
NC_053023.1,696300000,0.722802,0.53661,696600000,18035,29804,17339
NC_053023.1,696600000,0.92015,0.545527,696900000,28506,49980,27230
NC_053023.1,696900000,0.666256,0.541147,697200000,17967,29133,16984
NC_053023.1,697200000,0.666394,0.538633,697500000,17213,27624,16154
NC_053023.1,697500000,0.693708,0.523857,697800000,12141,15947,11266
NC_053023.1,697800000,0.787162,0.54746,698100000,18204,29456,17502
NC_053023.1,698100000,0.555552,0.541717,698400000,15533,23769,14995
NC_053023.1,698400000,0.889133,0.517513,698700000,15450,26545,14740
NC_053023.1,698700000,0.664679,0.525587,699000000,13715,22467,13342
NC_053023.1,699000000,0.835828,0.520437,699300000,20984,31910,19502
NC_053023.1,699300000,0.889415,0.512817,699600000,15756,22474,15181
NC_053023.1,699600000,0.869652,0.533937,699900000,6979,9646,6669
NC_053023.1,699900000,0.89953,0.552883,700200000,16656,24360,15717
NC_053023.1,700200000,0.904067,0.53646,700500000,15221,22811,14080
NC_053023.1,700500000,0.656698,0.537753,700800000,13761,21591,13206
NC_053023.1,700800000,0.690602,0.541207,701100000,12386,16070,11515
NC_053023.1,701100000,0.789387,0.550027,701400000,17373,27568,16475
NC_053023.1,701400000,0.754342,0.547067,701700000,16989,28809,16145
NC_053023.1,701700000,0.629219,0.549863,702000000,14949,26523,14693
NC_053023.1,702000000,0.794348,0.54431,702300000,15831,28453,15375
NC_053023.1,702300000,0.875175,0.53534,702600000,19408,30217,18316
NC_053023.1,702600000,0.892752,0.538493,702900000,15846,23950,14915
NC_053023.1,702900000,0.914281,0.53209,703200000,23259,35569,22278
NC_053023.1,703200000,0.911057,0.54814,703500000,23237,37510,22019
NC_053023.1,703500000,0.90932,0.52725,703800000,21273,36344,20376
NC_053023.1,703800000,0.809633,0.542377,704100000,18732,30230,17657
NC_053023.1,704100000,0.676187,0.51357,704400000,17936,29264,16895
NC_053023.1,704400000,0.671599,0.52404,704700000,21110,27211,19359
NC_053023.1,704700000,0.682455,0.520837,705000000,16920,26660,23964
NC_053023.1,705000000,0.699192,0.539573,705300000,21167,34980,34042
NC_053023.1,705300000,0.801658,0.546423,705600000,19958,33469,33079
NC_053023.1,705600000,0.678693,0.55739,705900000,18075,28334,28149
NC_053023.1,705900000,0.674671,0.529717,706200000,17192,26366,26215
NC_053023.1,706200000,0.724611,0.540003,706500000,14780,24940,24550
NC_053023.1,706500000,0.926433,0.541237,706800000,20460,35923,35367
NC_053023.1,706800000,0.775819,0.544467,707100000,17099,27858,28016
NC_053023.1,707100000,0.959448,0.553167,707400000,18196,31466,31076
NC_053023.1,707400000,0.852826,0.53259,707700000,18033,31912,17335
NC_053023.1,707700000,0.643811,0.53061,708000000,15444,26077,14607
NC_053023.1,708000000,0.888629,0.537527,708300000,19209,33353,18107
NC_053023.1,708300000,0.837296,0.55228,708600000,22063,37470,21306
NC_053023.1,708600000,0.864772,0.52064,708900000,19649,34411,18908
