chr,start,mappability,gc_content,end,sample_H,sample_I,sample_J
NC_053035.3,291600000,0.860743,0.54023,291900000,16154,15947,15770
NC_053035.3,291900000,0.910257,0.533367,292200000,16466,15786,15832
NC_053035.3,292200000,0.919711,0.531083,292500000,17648,17003,16717
NC_053035.3,292500000,0.906311,0.53124,292800000,17924,17296,16806
NC_053035.3,292800000,0.905065,0.533123,293100000,17872,16914,17024
NC_053035.3,293100000,0.913655,0.54573,293400000,15828,15455,15418
NC_053035.3,293400000,0.953575,0.52799,293700000,15463,14663,14710
NC_053035.3,293700000,0.9076,0.537577,294000000,17875,17244,16936
NC_053035.3,294000000,0.901018,0.53552,294300000,15361,14749,14592
NC_053035.3,294300000,0.917024,0.5237,294600000,16946,16075,16381
NC_053035.3,294600000,0.920194,0.552933,294900000,17730,17134,16933
NC_053035.3,294900000,0.93295,0.535813,295200000,17905,17191,17103
NC_053035.3,295200000,0.908709,0.51542,295500000,15945,15525,15384
NC_053035.3,295500000,0.918194,0.51772,295800000,15321,15135,14814
NC_053035.3,295800000,0.919231,0.536397,296100000,16894,16666,16180
NC_053035.3,296100000,0.898344,0.513393,296400000,15569,14817,14832
NC_053035.3,296400000,0.939563,0.54359,296700000,19123,18194,18207
NC_053035.3,296700000,0.897443,0.543343,297000000,18678,18049,17734
NC_053035.3,297000000,0.932526,0.52706,297300000,18575,17876,17780
NC_053035.3,297300000,0.891628,0.531347,297600000,18093,17940,17417
NC_053035.3,297600000,0.830157,0.538007,297900000,15975,15538,15242
NC_053035.3,297900000,0.887027,0.514693,298200000,18065,17405,17056
NC_053035.3,298200000,0.92446,0.510253,298500000,16497,15953,15767
NC_053035.3,298500000,0.939775,0.537637,298800000,17826,17506,17246
NC_053035.3,298800000,0.914267,0.546777,299100000,18823,18154,17883
NC_053035.3,299100000,0.888474,0.535867,299400000,17463,18364,17541
NC_053035.3,299400000,0.961888,0.518463,299700000,17080,16402,15902
NC_053035.3,299700000,0.922199,0.541857,300000000,16198,15919,15982
NC_053035.3,300000000,0.940303,0.539433,300300000,18177,17317,17088
NC_053035.3,300300000,0.930808,0.535183,300600000,20039,19105,18722
NC_053035.3,300600000,0.901512,0.538803,300900000,18526,18315,18124
NC_053035.3,300900000,0.948871,0.522837,301200000,19200,18838,18485
NC_053035.3,301200000,0.87868,0.54195,301500000,15927,15434,15217
NC_053035.3,301500000,0.929705,0.530053,301800000,18657,18108,17707
NC_053035.3,301800000,0.908742,0.541917,302100000,17551,16835,17082
NC_053035.3,302100000,0.931939,0.505967,302400000,15975,15663,15038
NC_053035.3,302400000,0.9468,0.539957,302700000,18287,17640,17620
NC_053035.3,302700000,0.934879,0.548437,303000000,16565,16062,15509
NC_053035.3,303000000,0.95641,0.528307,303300000,18551,18103,17866
NC_053035.3,303300000,0.933739,0.527313,303600000,15400,14956,14744
NC_053035.3,303600000,0.910124,0.517483,303900000,18581,17976,17645
NC_053035.3,303900000,0.911157,0.545603,304200000,18026,17821,17322
NC_053035.3,304200000,0.914582,0.5431,304500000,17006,16378,16173
NC_053035.3,304500000,0.925236,0.54122,304800000,18751,18352,18175
NC_053035.3,304800000,0.892554,0.547137,305100000,18178,17438,17409
NC_053035.3,305100000,0.939093,0.552873,305400000,19939,18776,18849
NC_053035.3,305400000,0.935591,0.556563,305700000,19823,19365,19388
NC_053035.3,305700000,0.877734,0.544603,306000000,20362,19858,19497
NC_053035.3,306000000,0.91266,0.54032,306300000,19119,17860,18320
NC_053035.3,306300000,0.914302,0.52218,306600000,17830,17134,16664
NC_053035.3,306600000,0.940003,0.539713,306900000,19086,18323,18174
NC_053035.3,306900000,0.942663,0.52567,307200000,18519,18360,18107
NC_053035.3,307200000,0.896716,0.549857,307500000,18394,17774,17614
NC_053035.3,307500000,0.905041,0.545907,307800000,18654,17948,17688
NC_053035.3,307800000,0.951094,0.539143,308100000,19258,18690,18351
NC_053035.3,308100000,0.943015,0.541783,308400000,19745,19364,18897
NC_053035.3,308400000,0.869659,0.54564,308700000,20795,20221,19977
NC_053035.3,308700000,0.894394,0.52343,309000000,18892,18746,18419
NC_053035.3,309000000,0.848959,0.537823,309300000,19427,19029,18815
NC_053035.3,309300000,0.943958,0.52588,309600000,20613,20165,19706
NC_053035.3,309600000,0.921819,0.54745,309900000,18607,18179,17606
NC_053035.3,309900000,0.908242,0.558307,310200000,20006,20011,19314
NC_053035.3,310200000,0.894131,0.53379,310500000,20632,20991,19461
NC_053035.3,310500000,0.948317,0.540107,310800000,20510,19810,19619
NC_053035.3,310800000,0.921763,0.54924,311100000,19931,19230,18532
NC_053035.3,311100000,0.937097,0.548997,311400000,19378,18583,18189
NC_053035.3,311400000,0.879335,0.54386,311700000,19449,18795,18579
NC_053035.3,311700000,0.945997,0.54962,312000000,20030,19716,19442
NC_053035.3,312000000,0.928475,0.544657,312300000,19893,19215,19087
NC_053035.3,312300000,0.885756,0.549987,312600000,15815,15582,15494
NC_053035.3,312600000,0.889698,0.536727,312900000,19822,19291,19001
NC_053035.3,312900000,0.945473,0.546827,313200000,21355,20565,20453
NC_053035.3,313200000,0.659753,0.563887,313500000,17166,16750,16202
NC_053035.3,313500000,0.911423,0.52774,313800000,21506,21010,20524
NC_053035.3,313800000,0.885636,0.538427,314100000,21495,20663,20708
NC_053035.3,314100000,0.868072,0.517563,314400000,22004,21996,21629
NC_053035.3,314400000,0.94172,0.537337,314700000,20663,19821,19434
NC_053035.3,314700000,0.878091,0.550677,315000000,19934,20097,19051
NC_053035.3,315000000,0.926927,0.547673,315300000,22965,22149,21836
NC_053035.3,315300000,0.932169,0.54448,315600000,20318,19668,19677
NC_053035.3,315600000,0.919218,0.521483,315900000,20914,20342,19767
NC_053035.3,315900000,0.93498,0.53153,316200000,20474,19698,19244
NC_053035.3,316200000,0.896214,0.53644,316500000,21910,21311,21261
NC_053035.3,316500000,0.927732,0.507297,316800000,22553,21659,21134
NC_053035.3,316800000,0.909541,0.530743,317100000,21521,20847,20759
NC_053035.3,317100000,0.927699,0.52804,317400000,21188,20695,20259
NC_053035.3,317400000,0.942537,0.522263,317700000,20413,19897,19636
NC_053035.3,317700000,0.913232,0.5302,318000000,21898,21037,21135
NC_053035.3,318000000,0.91965,0.51313,318300000,20951,20656,19725
NC_053035.3,318300000,0.936235,0.5466,318600000,20605,20114,20061
NC_053035.3,318600000,0.853966,0.551753,318900000,20155,19728,19337
NC_053035.3,318900000,0.906538,0.521677,319200000,21106,20767,20101
NC_053035.3,319200000,0.875008,0.546753,319500000,22577,21862,21589
NC_053035.3,319500000,0.965331,0.53016,319800000,20982,20068,19957
NC_053035.3,319800000,0.914589,0.554253,320100000,19985,19358,18727
NC_053035.3,320100000,0.962832,0.546383,320400000,19095,18582,18276
NC_053035.3,320400000,0.928772,0.549277,320700000,19353,18929,18718
NC_053035.3,320700000,0.91813,0.516277,321000000,20118,19622,18969
NC_053035.3,321000000,0.953843,0.52759,321300000,19917,19827,18702
NC_053035.3,321300000,0.835618,0.529397,321600000,17773,17151,16887
NC_053035.3,321600000,0.912087,0.54376,321900000,20576,20000,19504
NC_053035.3,321900000,0.950643,0.53186,322200000,21062,20703,20187
NC_053035.3,322200000,0.938238,0.54264,322500000,20876,19920,19782
NC_053035.3,322500000,0.92381,0.530507,322800000,20611,19984,19528
NC_053035.3,322800000,0.930999,0.53544,323100000,22723,22133,21501
NC_053035.3,323100000,0.927213,0.540143,323400000,18410,17959,17784
NC_053035.3,323400000,0.892335,0.536857,323700000,19991,19527,18983
NC_053035.3,323700000,0.911349,0.54849,324000000,19710,19134,19109
NC_053035.3,324000000,0.972111,0.517937,324300000,19399,18865,18534
NC_053035.3,324300000,0.9072,0.518303,324600000,19450,19146,18784
NC_053035.3,324600000,0.87253,0.537743,324900000,19791,19241,18551
NC_053035.3,324900000,0.920038,0.55415,325200000,18301,17813,17714
NC_053035.3,325200000,0.923389,0.53792,325500000,20023,19597,19338
NC_053035.3,325500000,0.909573,0.53134,325800000,19380,19283,18686
NC_053035.3,325800000,0.941435,0.536927,326100000,21199,20475,20285
NC_053035.3,326100000,0.898572,0.53393,326400000,21006,20645,20190
NC_053035.3,326400000,0.897356,0.553267,326700000,20965,20419,20094
NC_053035.3,326700000,0.921828,0.546053,327000000,20935,20791,20128
NC_053035.3,327000000,0.938555,0.503747,327300000,21522,20993,20345
NC_053035.3,327300000,0.908353,0.551067,327600000,20231,19960,19392
NC_053035.3,327600000,0.889328,0.50816,327900000,22917,22277,21690
NC_053035.3,327900000,0.926021,0.532173,328200000,21384,21277,20830
NC_053035.3,328200000,0.90817,0.5248,328500000,24180,23539,23046
NC_053035.3,328500000,0.9137,0.540787,328800000,22103,21363,21299
NC_053035.3,328800000,0.962478,0.54676,329100000,20212,19465,18936
NC_053035.3,329100000,0.897775,0.5472,329400000,19555,19347,19161
NC_053035.3,329400000,0.921274,0.534787,329700000,20366,19932,19503
NC_053035.3,329700000,0.90471,0.529633,330000000,20270,19754,19507
NC_053035.3,330000000,0.86395,0.54066,330300000,19677,19641,19363
NC_053035.3,330300000,0.869458,0.540743,330600000,21823,21028,20598
NC_053035.3,330600000,0.894312,0.53634,330900000,20544,20222,19525
NC_053035.3,330900000,0.92978,0.54123,331200000,19432,18656,18743
NC_053035.3,331200000,0.888995,0.539133,331500000,20007,19918,18985
NC_053035.3,331500000,0.912937,0.531283,331800000,20972,20832,20032
NC_053035.3,331800000,0.90324,0.528627,332100000,21267,20609,20377
NC_053035.3,332100000,0.934412,0.548203,332400000,20083,19481,18956
NC_053035.3,332400000,0.902099,0.53502,332700000,22055,21384,21057
NC_053035.3,332700000,0.8944,0.5236,333000000,19511,18894,18920
NC_053035.3,333000000,0.895165,0.543833,333300000,19803,19367,18787
NC_053035.3,333300000,0.878624,0.53051,333600000,20706,20015,19647
NC_053035.3,333600000,0.926565,0.54311,333900000,20465,19872,19742
NC_053035.3,333900000,0.929156,0.536457,334200000,19262,18483,18513
NC_053035.3,334200000,0.920454,0.526897,334500000,17275,17024,16631
NC_053035.3,334500000,0.941817,0.513,334800000,17499,17288,16749
NC_053035.3,334800000,0.936618,0.52188,335100000,17362,16770,16422
NC_053035.3,335100000,0.926444,0.54018,335400000,20657,19725,19585
NC_053035.3,335400000,0.91768,0.540433,335700000,18922,18155,18016
NC_053035.3,335700000,0.858583,0.54472,336000000,16037,15453,15415
NC_053035.3,336000000,0.924467,0.51705,336300000,19458,18853,18132
NC_053035.3,336300000,0.933486,0.527313,336600000,19206,19124,18942
NC_053035.3,336600000,0.878104,0.534363,336900000,19722,18416,18703
NC_053035.3,336900000,0.849931,0.5157,337200000,14823,14837,14623
NC_053035.3,337200000,0.911783,0.540313,337500000,20162,19248,19351
NC_053035.3,337500000,0.936135,0.536733,337800000,15752,15328,15433
NC_053035.3,337800000,0.91177,0.5548,338100000,21510,20541,20234
NC_053035.3,338100000,0.936784,0.53881,338400000,20745,21066,20739
NC_053035.3,338400000,0.943332,0.535813,338700000,21257,20501,20327
NC_053035.3,338700000,0.865507,0.543283,339000000,15809,15237,15214
NC_053035.3,339000000,0.948286,0.51817,339300000,14920,14254,14197
NC_053035.3,339300000,0.893706,0.533063,339600000,15373,14880,14482
NC_053035.3,339600000,0.897248,0.53181,339900000,17172,16092,16360
NC_053035.3,339900000,0.919927,0.549057,340200000,15778,15339,15232
NC_053035.3,340200000,0.904458,0.531453,340500000,14493,13907,13976
NC_053035.3,340500000,0.907362,0.53665,340800000,13286,12570,12519
NC_053035.3,340800000,0.916882,0.538403,341100000,3690,3295,3244
NC_053035.3,341100000,0.940843,0.540833,341400000,10170,9550,9277
NC_053035.3,341400000,0.921588,0.529823,341700000,10290,9790,9731
NC_053035.3,341700000,0.927771,0.52283,342000000,9910,9439,9408
NC_053035.3,342000000,0.935011,0.549153,342300000,13129,12239,12441
NC_053035.3,342300000,0.853169,0.533897,342600000,10523,10212,10074
NC_053035.3,342600000,0.949,0.545027,342900000,14344,13580,13440
NC_053035.3,342900000,0.918684,0.544257,343200000,20961,19187,18665
NC_053035.3,343200000,0.925641,0.548227,343500000,13709,13131,12869
NC_053035.3,343500000,0.875167,0.547433,343800000,13906,13857,13803
NC_053035.3,343800000,0.912542,0.52931,344100000,18784,18706,17763
NC_053035.3,344100000,0.865696,0.539147,344400000,15024,14470,14318
NC_053035.3,344400000,0.906759,0.547073,344700000,18740,18320,17441
NC_053035.3,344700000,0.934633,0.518393,345000000,20353,19644,19483
NC_053035.3,345000000,0.918021,0.528033,345300000,20542,19740,19229
NC_053035.3,345300000,0.926732,0.5436,345600000,19830,19012,18880
NC_053035.3,345600000,0.884997,0.53675,345900000,21744,21190,20492
NC_053035.3,345900000,0.899447,0.52205,346200000,20712,20153,19826
NC_053035.3,346200000,0.887501,0.508003,346500000,21176,20006,19745
NC_053035.3,346500000,0.86486,0.522097,346800000,19386,19009,18483
NC_053035.3,346800000,0.922911,0.529323,347100000,18378,17882,17708
NC_053035.3,347100000,0.905371,0.535973,347400000,19065,18467,18209
NC_053035.3,347400000,0.886961,0.530937,347700000,18792,18132,17847
NC_053035.3,347700000,0.924636,0.531287,348000000,19636,18939,18808
NC_053035.3,348000000,0.893275,0.53523,348300000,19917,19775,19271
NC_053035.3,348300000,0.927486,0.515247,348600000,17911,17300,17418
NC_053035.3,348600000,0.900256,0.512397,348900000,18328,17782,17182
NC_053035.3,348900000,0.916506,0.51512,349200000,19584,19266,19086
NC_053035.3,349200000,0.898478,0.527067,349500000,17675,17235,16903
NC_053035.3,349500000,0.954339,0.523277,349800000,19144,18627,18233
NC_053035.3,349800000,0.896746,0.53089,350100000,18964,18391,17987
NC_053035.3,350100000,0.947513,0.529717,350400000,20352,19867,19461
NC_053035.3,350400000,0.900262,0.545067,350700000,20934,20469,20174
NC_053035.3,350700000,0.924821,0.540283,351000000,20120,19645,18958
NC_053035.3,351000000,0.954109,0.54827,351300000,20990,20007,19988
NC_053035.3,351300000,0.942679,0.52415,351600000,20014,19328,19121
NC_053035.3,351600000,0.924258,0.53533,351900000,19976,19146,18935
NC_053035.3,351900000,0.899141,0.547893,352200000,19403,18504,18708
NC_053035.3,352200000,0.871707,0.542433,352500000,20691,20374,20358
NC_053035.3,352500000,0.902971,0.537067,352800000,20354,19946,19589
NC_053035.3,352800000,0.906894,0.53155,353100000,18324,18045,17517
NC_053035.3,353100000,0.901864,0.53524,353400000,15546,15166,15201
NC_053035.3,353400000,0.941461,0.534627,353700000,21462,20599,20230
NC_053035.3,353700000,0.931755,0.530543,354000000,20419,19512,19334
NC_053035.3,354000000,0.858527,0.504817,354300000,18707,18487,18364
NC_053035.3,354300000,0.966495,0.527233,354600000,20001,19550,18795
NC_053035.3,354600000,0.908189,0.529773,354900000,20533,20031,19391
NC_053035.3,354900000,0.873342,0.507827,355200000,21147,20484,20259
NC_053035.3,355200000,0.887684,0.520193,355500000,22006,21811,21082
NC_053035.3,355500000,0.919538,0.525623,355800000,20617,20579,19711
NC_053035.3,355800000,0.918928,0.526693,356100000,20302,19691,19208
NC_053035.3,356100000,0.912217,0.556477,356400000,23725,23528,22892
NC_053035.3,356400000,0.908354,0.511823,356700000,19438,19111,18647
NC_053035.3,356700000,0.923053,0.5407,357000000,21452,20437,20600
NC_053035.3,357000000,0.879721,0.564083,357300000,19493,19115,18884
NC_053035.3,357300000,0.938369,0.531707,357600000,19431,19359,18468
NC_053035.3,357600000,0.874945,0.54381,357900000,17269,17172,17010
NC_053035.3,357900000,0.949736,0.54211,358200000,17785,17169,16962
NC_053035.3,358200000,0.940576,0.527387,358500000,20798,20146,19608
NC_053035.3,358500000,0.888795,0.538027,358800000,18615,18448,17710
NC_053035.3,358800000,0.935845,0.519373,359100000,18946,18360,18191
NC_053035.3,359100000,0.83882,0.522923,359400000,20165,19114,18747
NC_053035.3,359400000,0.931886,0.539923,359700000,20827,19977,19491
NC_053035.3,359700000,0.904125,0.547077,360000000,20999,20230,20078
NC_053035.3,360000000,0.88456,0.514927,360300000,20167,19518,19269
NC_053035.3,360300000,0.932544,0.539707,360600000,21365,20595,20413
NC_053035.3,360600000,0.883903,0.551357,360900000,17405,16994,17054
NC_053035.3,360900000,0.902584,0.540773,361200000,20299,19911,19527
NC_053035.3,361200000,0.920831,0.539937,361500000,18127,17701,17275
NC_053035.3,361500000,0.919671,0.52535,361800000,21122,20487,20104
NC_053035.3,361800000,0.909555,0.532637,362100000,20706,20184,19812
NC_053035.3,362100000,0.878465,0.544747,362400000,22311,21918,21494
NC_053035.3,362400000,0.932192,0.55176,362700000,20346,19784,19461
NC_053035.3,362700000,0.960627,0.514603,363000000,20701,20516,20016
NC_053035.3,363000000,0.937762,0.544653,363300000,20812,20001,19885
NC_053035.3,363300000,0.890132,0.537643,363600000,20837,20520,20054
NC_053035.3,363600000,0.893157,0.5246,363900000,22338,21574,21353
NC_053035.3,363900000,0.915466,0.54691,364200000,19962,19685,19409
NC_053035.3,364200000,0.939085,0.533537,364500000,19975,19530,19126
NC_053035.3,364500000,0.946584,0.513443,364800000,16857,16446,16103
NC_053035.3,364800000,0.905259,0.537927,365100000,20334,19862,19265
NC_053035.3,365100000,0.892268,0.510877,365400000,20243,19397,19096
NC_053035.3,365400000,0.874514,0.50274,365700000,16315,15851,15275
NC_053035.3,365700000,0.894076,0.522933,366000000,22176,21814,21612
NC_053035.3,366000000,0.909412,0.5458,366300000,21385,20909,20445
NC_053035.3,366300000,0.934294,0.510573,366600000,21893,21466,20747
NC_053035.3,366600000,0.93555,0.548787,366900000,20854,19973,19896
NC_053035.3,366900000,0.898799,0.547343,367200000,21125,20666,20429
NC_053035.3,367200000,0.835561,0.520617,367500000,19456,18980,18211
NC_053035.3,367500000,0.916137,0.543617,367800000,21452,20721,20293
NC_053035.3,367800000,0.887265,0.5341,368100000,21173,20759,20075
NC_053035.3,368100000,0.86404,0.548703,368400000,20275,19933,19476
NC_053035.3,368400000,0.914416,0.537797,368700000,21786,21292,20701
NC_053035.3,368700000,0.849416,0.516927,369000000,22017,21641,21098
NC_053035.3,369000000,0.873058,0.50788,369300000,19107,19217,18696
NC_053035.3,369300000,0.907187,0.50606,369600000,29640,29545,29136
NC_053035.3,369600000,0.897805,0.516893,369900000,20471,19825,19195
NC_053035.3,369900000,0.943011,0.48756,370200000,19522,19015,18568
NC_053035.3,370200000,0.739537,0.58508,370500000,12726,12893,12783
NC_053035.3,370500000,0.79725,0.596283,370800000,14021,14348,14123
NC_053035.3,370800000,0.842967,0.564677,371100000,16463,16776,16413
NC_053035.3,371100000,0.913421,0.538327,371400000,20864,20831,20064
NC_053035.3,371400000,0.914897,0.552177,371700000,21128,20427,20473
NC_053035.3,371700000,0.901365,0.541837,372000000,22377,21949,21432
NC_053035.3,372000000,0.893824,0.507977,372300000,20366,19538,19493
NC_053035.3,372300000,0.822109,0.507023,372600000,20516,20431,20022
NC_053035.3,372600000,0.950257,0.5194,372900000,21200,21339,20138
NC_053035.3,372900000,0.941874,0.54582,373200000,18506,17998,17737
NC_053035.3,373200000,0.906264,0.551623,373500000,18027,18018,17774
NC_053035.3,373500000,0.91527,0.568053,373800000,18664,17862,17866
NC_053035.3,373800000,0.905505,0.54315,374100000,19053,18608,18072
NC_053035.3,374100000,0.925646,0.503667,374400000,15573,15285,15069
NC_053035.3,374400000,0.913841,0.530423,374700000,21223,20655,20584
NC_053035.3,374700000,0.8872,0.542517,375000000,20553,20162,20282
NC_053035.3,375000000,0.863759,0.552793,375300000,20798,20521,20199
NC_053035.3,375300000,0.898536,0.53637,375600000,22625,22102,21968
NC_053035.3,375600000,0.855015,0.555173,375900000,19624,19358,18718
NC_053035.3,375900000,0.888389,0.523627,376200000,19855,19395,19247
NC_053035.3,376200000,0.90325,0.533,376500000,17818,17459,17180
NC_053035.3,376500000,0.907268,0.526387,376800000,20647,20670,19878
NC_053035.3,376800000,0.921869,0.529617,377100000,21387,20893,20450
NC_053035.3,377100000,0.935991,0.532093,377400000,21688,20921,20544
NC_053035.3,377400000,0.752414,0.536257,377700000,19051,18533,18363
NC_053035.3,377700000,0.901432,0.51317,378000000,21495,20922,20672
NC_053035.3,378000000,0.92868,0.538453,378300000,19636,19652,18681
NC_053035.3,378300000,0.925948,0.52473,378600000,18570,18230,18099
NC_053035.3,378600000,0.885966,0.544333,378900000,20854,20146,20151
NC_053035.3,378900000,0.946552,0.530497,379200000,13653,13629,13320
NC_053035.3,379200000,0.909475,0.53725,379500000,18918,18989,18682
NC_053035.3,379500000,0.955838,0.515597,379800000,19797,19155,18993
NC_053035.3,379800000,0.911282,0.545533,380100000,20435,19791,19568
NC_053035.3,380100000,0.899555,0.520797,380400000,19868,18599,18787
NC_053035.3,380400000,0.933022,0.532857,380700000,19165,18705,18382
NC_053035.3,380700000,0.930664,0.52554,381000000,21731,20849,20513
NC_053035.3,381000000,0.945104,0.499847,381300000,19836,19529,19122
NC_053035.3,381300000,0.911134,0.54782,381600000,19835,18940,19141
NC_053035.3,381600000,0.877369,0.52642,381900000,20032,19854,19248
NC_053035.3,381900000,0.924377,0.536027,382200000,19255,18650,18346
NC_053035.3,382200000,0.928902,0.53696,382500000,19475,19300,19036
NC_053035.3,382500000,0.841101,0.530957,382800000,21007,20762,20362
NC_053035.3,382800000,0.933522,0.53801,383100000,20273,20191,19923
NC_053035.3,383100000,0.889634,0.524867,383400000,17129,16787,16578
NC_053035.3,383400000,0.904854,0.542927,383700000,15769,15153,15030
NC_053035.3,383700000,0.888143,0.5307,384000000,16189,16284,16172
NC_053035.3,384000000,0.913121,0.54915,384300000,18824,18805,18005
NC_053035.3,384300000,0.910255,0.534727,384600000,17932,17092,16733
NC_053035.3,384600000,0.909821,0.558083,384900000,19446,18947,18712
NC_053035.3,384900000,0.945865,0.518573,385200000,15658,15466,15039
NC_053035.3,385200000,0.938876,0.518467,385500000,17958,17242,16971
NC_053035.3,385500000,0.483419,0.569957,385800000,8445,8369,8211
NC_053035.3,385800000,0.913121,0.529723,386100000,16759,16430,16026
NC_053035.3,386100000,0.925811,0.53797,386400000,19496,19070,18844
NC_053035.3,386400000,0.90894,0.509787,386700000,19802,19114,18571
NC_053035.3,386700000,0.934507,0.54999,387000000,20260,19612,19290
NC_053035.3,387000000,0.94868,0.541933,387300000,19893,19279,19443
NC_053035.3,387300000,0.940311,0.52882,387600000,19785,19582,19177
NC_053035.3,387600000,0.901007,0.551497,387900000,17900,17484,17212
NC_053035.3,387900000,0.954169,0.539043,388200000,22287,21703,21485
NC_053035.3,388200000,0.892772,0.53214,388500000,19808,18947,18598
NC_053035.3,388500000,0.927688,0.550893,388800000,20898,20472,19814
NC_053035.3,388800000,0.936832,0.532507,389100000,19889,19227,18884
NC_053035.3,389100000,0.910586,0.5213,389400000,18200,17844,17714
NC_053035.3,389400000,0.837177,0.53956,389700000,20516,19821,19882
NC_053035.3,389700000,0.931275,0.526247,390000000,20866,20573,20203
NC_053035.3,390000000,0.856971,0.529063,390300000,17816,18242,17690
NC_053035.3,390300000,0.909579,0.539817,390600000,20086,19996,19395
NC_053035.3,390600000,0.934318,0.521243,390900000,21064,20532,20100
NC_053035.3,390900000,0.927011,0.54714,391200000,19326,19304,18550
NC_053035.3,391200000,0.933641,0.52456,391500000,22257,21731,21361
NC_053035.3,391500000,0.913577,0.536607,391800000,19702,19676,18963
NC_053035.3,391800000,0.929136,0.531553,392100000,18963,18795,18168
NC_053035.3,392100000,0.896904,0.523407,392400000,19425,18671,18412
NC_053035.3,392400000,0.939495,0.550533,392700000,19476,19170,18620
NC_053035.3,392700000,0.933763,0.524413,393000000,20570,20216,19805
NC_053035.3,393000000,0.893065,0.5279,393300000,21187,20948,20546
NC_053035.3,393300000,0.917991,0.501917,393600000,20422,20058,19473
NC_053035.3,393600000,0.872733,0.520103,393900000,21966,21540,20729
NC_053035.3,393900000,0.861154,0.537283,394200000,20807,20473,20018
NC_053035.3,394200000,0.913256,0.54827,394500000,20317,19967,19627
NC_053035.3,394500000,0.91612,0.537797,394800000,19054,18917,18033
NC_053035.3,394800000,0.852991,0.52922,395100000,20259,20035,19706
NC_053035.3,395100000,0.931571,0.52084,395400000,18808,18723,18129
NC_053035.3,395400000,0.869749,0.544133,395700000,18768,18961,18743
NC_053035.3,395700000,0.904439,0.538813,396000000,18962,18713,18711
NC_053035.3,396000000,0.86103,0.52466,396300000,18251,18069,17815
NC_053035.3,396300000,0.940981,0.52261,396600000,19654,19218,18784
NC_053035.3,396600000,0.918524,0.523733,396900000,20184,19804,19266
NC_053035.3,396900000,0.891793,0.541493,397200000,21522,20404,20495
NC_053035.3,397200000,0.866419,0.538723,397500000,19383,18923,18910
NC_053035.3,397500000,0.869509,0.549403,397800000,21651,20679,20453
NC_053035.3,397800000,0.897254,0.53971,398100000,21303,20886,20704
NC_053035.3,398100000,0.891266,0.5098,398400000,22091,21819,21152
NC_053035.3,398400000,0.879879,0.52125,398700000,21885,21428,20954
NC_053035.3,398700000,0.896132,0.547553,399000000,21570,20715,20348
NC_053035.3,399000000,0.914316,0.542607,399300000,19710,19196,19067
NC_053035.3,399300000,0.896678,0.514773,399600000,20241,19893,19505
NC_053035.3,399600000,0.89102,0.551487,399900000,19718,19229,18836
NC_053035.3,399900000,0.9275,0.520003,400200000,20018,19334,19080
NC_053035.3,400200000,0.914749,0.520373,400500000,20474,19899,19422
NC_053035.3,400500000,0.873851,0.517587,400800000,22656,22017,21766
NC_053035.3,400800000,0.900478,0.51857,401100000,20414,19553,19683
NC_053035.3,401100000,0.912915,0.536913,401400000,13510,13354,12960
NC_053035.3,401400000,0.832545,0.530097,401700000,5017,4844,5046
NC_053035.3,401700000,0.879544,0.521267,402000000,8593,8420,8637
NC_053035.3,402000000,0.880816,0.531573,402300000,23307,23060,21315
NC_053035.3,402300000,0.927337,0.51222,402600000,8381,6556,6943
NC_053035.3,402600000,0.934801,0.508763,402900000,7258,5873,5922
NC_053035.3,402900000,0.797425,0.602433,403200000,7800,6636,6730
NC_053035.3,403200000,0.793368,0.57564,403500000,5586,4508,4622
NC_053035.3,403500000,0.955463,0.529227,403800000,12388,10338,10463
NC_053035.3,403800000,0.762447,0.543527,404100000,3363,3022,3198
NC_053035.3,404100000,0.642923,0.53314,404400000,2303,2084,2205
NC_053035.3,404400000,0.69596,0.52963,404700000,2661,2510,2497
NC_053035.3,404700000,0.822505,0.539573,405000000,15016,14921,14582
NC_053035.3,405000000,0.905555,0.526477,405300000,19001,18474,18033
NC_053035.3,405300000,0.741637,0.537353,405600000,47787,46296,44664
NC_053035.3,405600000,0.873087,0.539893,405900000,23059,21848,21784
NC_053035.3,405900000,0.890425,0.531883,406200000,19091,18875,18628
NC_053035.3,406200000,0.887865,0.545553,406500000,20075,19549,19450
NC_053035.3,406500000,0.94718,0.518347,406800000,16484,16343,16096
NC_053035.3,406800000,0.86123,0.54233,407100000,21319,20456,20155
NC_053035.3,407100000,0.905603,0.52311,407400000,18900,18000,17793
NC_053035.3,407400000,0.842387,0.534037,407700000,20481,20097,20069
NC_053035.3,407700000,0.915015,0.53548,408000000,21312,20340,20167
NC_053035.3,408000000,0.965668,0.53013,408300000,17946,17592,17001
NC_053035.3,408300000,0.893497,0.53887,408600000,15453,14721,14773
NC_053035.3,408600000,0.903526,0.526603,408900000,12956,12185,12278
NC_053035.3,408900000,0.867408,0.539557,409200000,17743,17134,16706
NC_053035.3,409200000,0.92639,0.54085,409500000,16112,15532,14948
NC_053035.3,409500000,0.913957,0.536693,409800000,10889,10548,10487
NC_053035.3,409800000,0.898582,0.542433,410100000,14718,14014,13903
NC_053035.3,410100000,0.835485,0.528773,410400000,21158,20857,20567
NC_053035.3,410400000,0.899731,0.553567,410700000,19222,18760,18422
NC_053035.3,410700000,0.882473,0.528413,411000000,18720,18330,17827
NC_053035.3,411000000,0.906844,0.5461,411300000,19963,19576,19184
