chr,start,mappability,gc_content,end,NAT_X_SYN_004,NAT_X_SYN_042,NAT_X_SYN_044,NAT_X_SYN_051,NAT_X_SYN_054
2,9900000,1,0.64841,10000000,3888,2985,4438,3697,3203
2,10000000,0.966566,0.65939,10100000,4428,3370,4441,3981,3359
2,10100000,0.998995,0.66726,10200000,4414,3230,4875,3810,3495
2,10200000,1,0.64433,10300000,4229,3273,4608,4214,3573
2,10300000,0.999605,0.64233,10400000,4395,3596,4773,4415,3499
2,10400000,0.998527,0.64809,10500000,5599,3961,5795,5783,4874
2,10500000,0.996711,0.65283,10600000,4543,3474,4752,4400,3502
2,10600000,0.993297,0.65436,10700000,8125,7042,9713,8904,7976
2,10700000,1,0.65197,10800000,4342,3346,4601,4208,3587
2,10800000,0.972881,0.63256,10900000,4190,3493,4808,4105,3469
2,10900000,1,0.64215,11000000,4324,3565,4537,4311,3499
2,11000000,0.999915,0.64333,11100000,4313,3640,4710,4316,3615
2,11100000,1,0.64838,11200000,4143,3293,4393,3993,3513
2,11200000,0.999293,0.65103,11300000,4052,3254,4488,4027,3335
2,11300000,0.99895,0.66425,11400000,4284,3197,4581,3865,3171
2,11400000,0.99903,0.64019,11500000,4362,3572,4626,4215,3602
2,11500000,0.999023,0.64658,11600000,4470,3795,4738,4361,3645
2,11600000,1,0.65794,11700000,4301,3532,4683,4193,3337
2,11700000,0.99774,0.64057,11800000,4329,3504,4736,4292,3436
2,11800000,0.999305,0.65334,11900000,4279,3375,4850,4342,3630
2,11900000,0.992996,0.65978,12000000,4134,3231,4705,3918,3413
2,12000000,0.9988,0.65052,12100000,4315,3501,4690,4369,3503
2,12100000,1,0.66509,12200000,3988,3130,4373,4063,3269
2,12200000,1,0.67423,12300000,5031,3593,5515,4850,4067
2,12300000,1,0.66673,12400000,4014,3085,4626,3875,3167
2,12400000,1,0.65013,12500000,4262,3402,4527,4157,3412
2,12500000,0.901526,0.6356,12600000,4365,3342,4243,4163,3456
2,12600000,0.998495,0.62949,12700000,4414,3744,4828,4467,3652
2,12700000,0.993212,0.64516,12800000,4579,3676,5190,4697,3917
2,12800000,0.998779,0.65605,12900000,6355,5134,6906,6967,6135
2,12900000,1,0.64863,13000000,4292,3432,4635,4256,3410
2,13000000,0.999537,0.64629,13100000,4302,3361,4634,4146,3457
2,13100000,0.99505,0.64565,13200000,4167,3327,4437,4140,3442
2,13200000,0.998128,0.66429,13300000,4283,3126,4570,4155,3347
2,13300000,0.996029,0.6495,13400000,4629,3603,4954,4229,3763
2,13400000,0.974011,0.63213,13500000,3967,3422,4472,4170,3335
2,13500000,0.99629,0.62649,13600000,4185,3454,4519,4025,3474
2,13600000,0.99955,0.63619,13700000,4149,3453,4747,4136,3548
2,13700000,0.99981,0.64602,13800000,4384,3478,4668,4295,3601
2,13800000,0.99936,0.63693,13900000,4433,3578,5006,4311,3530
2,13900000,0.99846,0.64576,14000000,4436,3438,4719,4168,3358
2,14000000,1,0.62512,14100000,4703,3982,5638,5087,4213
2,14100000,0.99848,0.63755,14200000,3853,3312,4748,3905,3236
2,14200000,0.99964,0.62993,14300000,4280,3428,4654,4123,3647
2,14300000,0.999324,0.6493,14400000,6413,5459,7690,6879,6096
2,14400000,0.995227,0.63884,14500000,4073,3407,4377,4004,3430
2,14500000,0.999173,0.63399,14600000,4028,3265,4706,4142,3271
2,14600000,0.99965,0.64628,14700000,4217,3266,4814,3973,3415
2,14700000,1,0.62071,14800000,4234,3460,4746,3952,3552
2,14800000,0.99997,0.63567,14900000,5133,3782,5453,4145,4181
2,14900000,0.999482,0.62294,15000000,4508,3757,5281,4526,3736
2,15000000,1,0.63667,15100000,4520,3605,4824,4252,3775
2,15100000,0.999525,0.64957,15200000,4530,3463,4784,4262,3506
2,15200000,1,0.63934,15300000,4241,3511,4686,4195,3562
2,15300000,0.999688,0.63915,15400000,4482,3697,5013,4179,3692
2,15400000,0.999305,0.64534,15500000,4328,3479,4788,4257,3673
2,15500000,0.998797,0.63963,15600000,4353,3329,4787,4085,3395
2,15600000,0.99786,0.63614,15700000,4496,3719,5000,4194,3764
2,15700000,1,0.64362,15800000,5577,4362,6513,5802,5017
2,15800000,1,0.63441,15900000,4234,3497,4591,4251,3420
2,15900000,1,0.64336,16000000,12044,11567,14177,14557,13918
2,16000000,0.98908,0.6456,16100000,4497,3499,4639,4273,3569
2,16100000,1,0.63811,16200000,4801,3792,5433,4551,4038
2,16200000,1,0.63939,16300000,4430,3507,4770,4365,3630
2,16300000,0.99581,0.65155,16400000,4507,3326,4333,4094,3427
2,16400000,1,0.63833,16500000,4189,3364,4735,4151,3386
2,16500000,1,0.63976,16600000,4209,3404,4518,4031,3343
2,16600000,0.999945,0.64554,16700000,4563,3663,4942,4149,3639
2,16700000,1,0.64189,16800000,4406,3469,5094,4174,3527
2,16800000,0.998991,0.64694,16900000,4264,3507,4558,4292,3556
2,16900000,0.997957,0.63366,17000000,4599,3663,5180,4247,3914
2,17000000,0.991079,0.6303,17100000,4275,3611,4692,4456,3578
2,17100000,1,0.63701,17200000,4300,3657,4958,4413,3748
2,17200000,0.9974,0.64982,17300000,4107,3109,4310,3913,3213
2,17300000,0.999565,0.62907,17400000,4358,3566,4365,4346,3504
2,17400000,1,0.63567,17500000,4355,3312,4469,4230,3358
2,17500000,1,0.62713,17600000,4425,3457,4701,4304,3629
2,17600000,1,0.63056,17700000,4345,3435,4719,3975,3480
2,17700000,1,0.63259,17800000,4236,3427,4623,4289,3459
2,17800000,1,0.64011,17900000,4238,3362,4409,4143,3334
2,17900000,1,0.64378,18000000,4461,4067,5253,5021,4197
2,18000000,1,0.63729,18100000,4109,3364,4828,4161,3370
2,18100000,0.99521,0.63092,18200000,4139,3232,4650,4325,3167
2,18200000,1,0.63145,18300000,4104,3424,4795,4151,3427
2,18300000,1,0.64347,18400000,4006,3377,4787,4000,3502
2,18400000,0.999965,0.63844,18500000,4421,3389,4487,4021,3446
2,18500000,0.998745,0.63832,18600000,4095,3259,4432,3956,3333
2,18600000,0.99691,0.63567,18700000,4216,3351,4664,4093,3417
2,18700000,0.997297,0.62331,18800000,4135,3443,4700,4087,3563
2,18800000,1,0.63205,18900000,4073,3348,4467,4023,3423
2,18900000,1,0.61546,19000000,4826,4244,5536,5126,4361
2,19000000,0.99456,0.63345,19100000,4194,3431,4939,4111,3691
2,19100000,0.991315,0.65662,19200000,4378,3077,4443,3993,3398
2,19200000,0.995175,0.64129,19300000,4482,3479,4776,4120,3458
2,19300000,1,0.63274,19400000,4177,3156,4756,3896,3185
2,19400000,1,0.6286,19500000,4187,2723,3918,3256,2824
2,19500000,0.99918,0.61416,19600000,4323,2287,3044,2714,2309
3,0,0.999,0.629,100000,4448,3593,5178,4167,3698
3,100000,1,0.6333,200000,4338,3492,4651,4240,3214
3,200000,1,0.59947,300000,5025,3952,5425,4489,4000
3,300000,1,0.60624,400000,4440,3449,4722,4273,3385
3,400000,0.999785,0.62328,500000,4391,3734,4893,4223,3675
3,500000,0.998937,0.6225,600000,4265,3474,5237,4204,3576
3,600000,1,0.62859,700000,4087,3177,4858,3832,3367
3,700000,0.99653,0.63273,800000,4425,3657,4915,4470,3608
3,800000,1,0.6413,900000,3895,3173,4655,4008,3285
3,900000,0.99423,0.63307,1000000,4757,3708,5217,4460,3847
3,1000000,1,0.63835,1100000,4194,3309,4834,4063,3434
3,1100000,0.993757,0.63279,1200000,4491,3375,4655,4210,3536
3,1200000,0.99961,0.62812,1300000,3990,3111,4355,3773,3178
3,1300000,1,0.63482,1400000,4103,3276,4486,4175,3439
3,1400000,0.9985,0.64646,1500000,4250,3246,4609,4042,3359
3,1500000,0.994045,0.62556,1600000,4054,3185,4513,4166,3182
3,1600000,0.99918,0.62509,1700000,4233,3562,4867,4323,3479
3,1700000,1,0.63858,1800000,4508,3615,5140,4225,3907
3,1800000,1,0.63057,1900000,4432,3412,4687,3937,3635
3,1900000,0.989203,0.62409,2000000,4201,3385,4256,4350,3468
3,2000000,1,0.63289,2100000,4972,3946,5189,4816,3887
3,2100000,0.999265,0.62307,2200000,4207,3494,4334,4103,3453
3,2200000,0.995259,0.61883,2300000,4536,3723,4875,4049,3624
3,2300000,0.994543,0.62642,2400000,4021,3525,4773,4269,3517
3,2400000,1,0.61815,2500000,4374,3543,4772,3997,3674
3,2500000,1,0.63309,2600000,4291,3486,4604,4168,3374
3,2600000,0.999618,0.61424,2700000,4190,3363,4428,3993,3317
3,2700000,0.99549,0.60935,2800000,4069,3408,4702,3805,3368
3,2800000,0.950097,0.63282,2900000,3844,3304,4560,4006,3256
3,2900000,0.990312,0.60997,3000000,4442,3687,5100,4011,3672
3,3000000,0.9985,0.63276,3100000,4307,3383,4813,4209,3622
3,3100000,0.986684,0.6191,3200000,4356,3695,4818,4407,3584
3,3200000,1,0.62778,3300000,4175,3362,4729,4307,3409
3,3300000,1,0.61367,3400000,6142,3695,4924,4133,3503
3,3400000,0.99904,0.6319,3500000,4360,3456,4823,4064,3301
3,3500000,1,0.63527,3600000,4250,3516,4882,4290,3497
3,3600000,1,0.64148,3700000,4391,3427,4786,4176,3575
3,3700000,0.99995,0.63529,3800000,3881,3296,4862,3890,3241
3,3800000,0.979495,0.62545,3900000,4410,3999,5239,4479,3783
3,3900000,0.999705,0.61402,4000000,4369,3486,4658,4242,3384
3,4000000,1,0.62396,4100000,4228,3377,4576,4145,3491
3,4100000,1,0.62333,4200000,4493,3483,4665,4150,3497
3,4200000,1,0.62417,4300000,5478,5065,6512,5110,5350
3,4300000,1,0.62815,4400000,4060,3337,4746,3958,3482
3,4400000,0.99536,0.63743,4500000,4741,3578,4803,4164,3750
3,4500000,0.998667,0.63493,4600000,4308,3576,4676,4225,3565
3,4600000,1,0.62324,4700000,4514,3617,5072,4483,3776
3,4700000,0.9835,0.63877,4800000,3607,3116,4217,3707,3062
3,4800000,0.99958,0.63578,4900000,4341,3448,4584,4298,3520
3,4900000,1,0.62778,5000000,4254,3505,4715,4008,3368
3,5000000,1,0.61453,5100000,4489,3919,5340,4636,3804
3,5100000,0.99901,0.6336,5200000,4087,3291,4637,4026,3348
3,5200000,0.99933,0.64646,5300000,4583,3591,4839,4311,3617
3,5300000,0.99962,0.63867,5400000,4210,3500,4728,4013,3350
3,5400000,1,0.64278,5500000,4066,3380,4400,3868,3296
3,5500000,0.996896,0.63991,5600000,4546,3506,4790,4357,3781
3,5600000,0.998765,0.6422,5700000,4302,3453,4735,4175,3411
3,5700000,0.999077,0.63373,5800000,4541,3656,4731,4357,3783
3,5800000,0.997245,0.64593,5900000,5031,3718,5558,4554,4089
3,5900000,0.996476,0.63547,6000000,4281,3629,4714,4289,3521
3,6000000,0.98344,0.6208,6100000,6400,4947,7184,6658,5976
3,6100000,0.9999,0.62209,6200000,4551,3680,4887,4533,3697
3,6200000,0.999935,0.62526,6300000,4152,3549,4663,4086,3513
3,6300000,0.99531,0.64144,6400000,4424,3521,4779,4058,3808
3,6400000,0.998268,0.63662,6500000,4509,3429,4880,4234,3665
3,6500000,0.99973,0.62903,6600000,4243,3229,4672,4036,3420
3,6600000,1,0.63162,6700000,4039,3182,4397,3894,3372
3,6700000,1,0.64133,6800000,4173,3478,4563,4165,3438
3,6800000,1,0.62649,6900000,4214,3379,4690,4070,3310
3,6900000,0.998352,0.63795,7000000,4183,3477,4604,4160,3499
3,7000000,1,0.61586,7100000,4372,3660,4839,4006,3806
3,7100000,1,0.64403,7200000,13378,10025,16208,15678,13481
3,7200000,0.995653,0.64861,7300000,4360,3529,4884,4347,3553
3,7300000,0.99988,0.63598,7400000,4089,3342,4396,3862,3366
3,7400000,1,0.62684,7500000,4702,3810,4954,4222,3817
3,7500000,1,0.64454,7600000,4518,3641,4640,4537,3746
3,7600000,1,0.64779,7700000,4698,3461,5027,3947,3877
3,7700000,0.975764,0.65726,7800000,4585,3623,4597,4440,3655
3,7800000,0.95281,0.64104,7900000,4822,3530,4924,4267,3714
3,7900000,0.999645,0.65162,8000000,4390,3462,4953,4386,3581
3,8000000,0.990628,0.63881,8100000,4517,3651,4974,4530,3810
3,8100000,0.996718,0.66927,8200000,4297,3033,4275,4195,3446
3,8200000,0.998425,0.67118,8300000,4010,3206,4394,3917,3358
3,8300000,1,0.66963,8400000,4281,3331,4688,4067,3379
3,8400000,0.999665,0.65964,8500000,4285,3486,4565,4011,3582
3,8500000,0.996986,0.64238,8600000,4739,3854,4920,4739,3856
3,8600000,0.99449,0.63287,8700000,4516,3450,4734,4333,3615
3,8700000,0.9929,0.65211,8800000,4275,3480,4555,4315,3431
3,8800000,0.957548,0.64774,8900000,4380,3470,4416,4411,3666
3,8900000,1,0.64864,9000000,3753,2976,4331,3797,3081
3,9000000,0.94017,0.63088,9100000,4195,3574,4350,4411,3546
3,9100000,0.99561,0.63842,9200000,4095,3351,4503,4126,3354
3,9200000,0.99883,0.64283,9300000,4298,3731,4943,4475,3688
3,9300000,0.999334,0.6746,9400000,4368,2918,4455,4155,3378
3,9400000,0.919075,0.65948,9500000,3757,3162,4356,3965,3390
3,9500000,0.999482,0.64687,9600000,3944,3118,4577,3812,3192
3,9600000,0.995786,0.63502,9700000,4004,3310,4124,4148,3238
3,9700000,0.902948,0.64524,9800000,3927,3122,4048,4062,3124
3,9800000,0.9995,0.65692,9900000,4601,3460,4902,4057,3651
3,9900000,0.99953,0.647,10000000,4351,3489,4818,4583,3653
3,10000000,0.994527,0.65071,10100000,5953,4618,7061,5550,5195
3,10100000,0.991433,0.64531,10200000,8044,7578,10315,9446,8841
3,10200000,1,0.65765,10300000,4096,3200,4402,3994,3257
3,10300000,0.997735,0.66244,10400000,3925,3107,4254,3998,3301
3,10400000,0.995823,0.66465,10500000,4091,3111,4127,4114,3130
3,10500000,0.932103,0.66934,10600000,3710,2742,3940,3679,2883
3,10600000,0.99836,0.65361,10700000,4820,3803,5151,4540,3962
3,10700000,0.996093,0.64943,10800000,4361,3509,4698,4260,3475
3,10800000,0.992705,0.67163,10900000,3883,2862,4071,3734,3010
3,10900000,0.998702,0.67073,11000000,8121,7303,10533,9376,8722
3,11000000,0.989674,0.66245,11100000,4118,3137,4139,4192,3107
3,11100000,0.995503,0.65725,11200000,4178,3212,4256,4158,3324
3,11200000,0.999178,0.66777,11300000,3812,3037,4283,3797,3201
3,11300000,0.984814,0.65907,11400000,4546,3711,4845,4913,4010
3,11400000,0.989847,0.64613,11500000,4350,3623,4417,4400,3620
3,11500000,0.971601,0.64522,11600000,4208,3412,4579,4356,3562
3,11600000,0.991147,0.64258,11700000,4767,3784,4775,4773,3631
3,11700000,0.995327,0.67064,11800000,3775,3043,3934,3841,2966
3,11800000,0.998375,0.66799,11900000,4568,3609,4664,4734,3757
3,11900000,0.96442,0.67744,12000000,4247,3262,4686,4158,3500
3,12000000,0.964372,0.62128,12100000,4347,3597,4264,4578,3543
3,12100000,0.997873,0.64262,12200000,4721,3703,4355,4456,3873
3,12200000,0.936921,0.61574,12300000,5121,4327,5000,5212,4047
3,12300000,0.99961,0.63614,12400000,4566,3812,4524,4636,3994
3,12400000,0.983627,0.612,12500000,4054,3571,4273,4415,3475
3,12500000,0.992874,0.60482,12600000,5113,4574,4957,5303,4242
3,12600000,0.982891,0.63323,12700000,10245,8372,10078,10272,7684
3,12700000,0.997095,0.62922,12800000,4295,3310,3846,4289,3305
3,12800000,0.995992,0.64319,12900000,3168,2318,3162,2844,2419
3,12900000,0.992409,0.61543,13000000,4240,3260,4014,3903,3086
3,13000000,0.996132,0.64253,13100000,2578,2062,2404,2529,2020
3,13100000,0.987306,0.61468,13200000,3648,3076,3597,3623,2823
3,13200000,0.993475,0.65479,13300000,3036,2363,3160,3008,2398
3,13300000,0.979938,0.63737,13400000,3227,2668,3070,3298,2704
3,13400000,0.993027,0.60606,13500000,6063,5092,6671,6352,5537
3,13500000,0.969749,0.62159,13600000,127643,128705,106488,138943,109339
3,13600000,0.877492,0.58799,13700000,15008,13696,12975,18125,9908
3,13700000,0.619285,0.60708,13800000,3391,2845,3208,3605,2770
3,13800000,0.862824,0.58718,13900000,4564,3824,4160,4631,3627
3,13900000,0.995499,0.60302,14000000,3567,2983,3029,3462,2848
3,14000000,0.993819,0.61611,14100000,3717,3161,3539,3945,3047
3,14100000,0.759213,0.58155,14200000,65880,34853,57941,49370,51587
3,14200000,0.94498,0.59991,14300000,47870,28590,44009,36196,39246
3,14300000,0.999672,0.63584,14400000,3669,2968,3531,3561,2801
3,14400000,0.994173,0.61963,14500000,3358,2601,3074,3199,2683
3,14500000,0.999945,0.61928,14600000,3091,2623,3042,3174,2497
3,14600000,0.990692,0.64955,14700000,4557,3495,4448,4268,3596
3,14700000,0.999965,0.61825,14800000,4679,3841,4560,4791,3650
3,14800000,0.992409,0.61541,14900000,4671,3760,4397,4855,3906
3,14900000,0.987154,0.63842,15000000,5021,3934,4772,4601,4079
3,15000000,0.998578,0.6325,15100000,4446,3726,4681,4742,3719
3,15100000,0.993842,0.60339,15200000,4714,4184,4851,4647,3907
3,15200000,0.990381,0.62982,15300000,4259,3395,4153,4364,3398
3,15300000,0.981212,0.63928,15400000,4140,3336,4196,4370,3313
3,15400000,0.966458,0.64254,15500000,3386,2665,3263,3334,2730
3,15500000,0.998053,0.60695,15600000,4019,3300,4206,4183,3149
3,15600000,0.998097,0.67106,15700000,4478,3284,4511,4156,3522
3,15700000,0.97867,0.64579,15800000,5084,4320,5022,5029,4099
3,15800000,0.995036,0.66245,15900000,4524,3426,4886,4503,3521
3,15900000,0.99889,0.66488,16000000,3888,2958,4136,4059,3186
3,16000000,0.968392,0.6697,16100000,5087,4115,5436,5014,4268
3,16100000,0.985925,0.66913,16200000,4126,3141,4424,4117,3339
3,16200000,0.987393,0.66815,16300000,3945,2959,4249,3869,3146
3,16300000,0.998455,0.64164,16400000,7714,6860,9418,8868,7653
3,16400000,0.99672,0.68327,16500000,4187,3064,4558,3887,3383
3,16500000,0.996614,0.67063,16600000,4055,3116,4232,4074,3317
3,16600000,0.992065,0.64527,16700000,4166,3126,4416,4075,3349
3,16700000,0.995195,0.6429,16800000,4571,3509,4531,4454,3820
3,16800000,0.99435,0.64615,16900000,4308,3331,4643,4421,3461
3,16900000,0.995235,0.65722,17000000,4205,3362,4265,4313,3400
3,17000000,0.992475,0.66145,17100000,3545,2942,4152,3515,2934
3,17100000,0.992344,0.64228,17200000,4416,3550,4611,4117,3586
3,17200000,0.998759,0.63656,17300000,9150,8365,11423,10385,9792
3,17300000,0.992991,0.63516,17400000,4306,3339,4583,4287,3604
3,17400000,0.953694,0.6489,17500000,3694,2953,4171,3667,3007
3,17500000,1,0.65561,17600000,4058,3415,4696,4368,3590
3,17600000,1,0.62914,17700000,4420,3507,4464,4395,3441
3,17700000,0.98977,0.63576,17800000,3988,3222,4463,4061,3298
3,17800000,1,0.64266,17900000,4129,3400,4660,4203,3362
3,17900000,1,0.64499,18000000,4035,3345,4412,4098,3405
3,18000000,0.995875,0.64675,18100000,4422,3347,4750,3867,3383
3,18100000,0.999153,0.63621,18200000,4807,3886,5089,4743,3718
3,18200000,1,0.64815,18300000,4289,3377,4762,4026,3480
3,18300000,0.999313,0.63825,18400000,4157,3293,4772,4136,3452
3,18400000,0.999715,0.64663,18500000,5642,4514,6354,5636,4147
3,18500000,0.998565,0.6542,18600000,3971,3304,4470,4005,3308
3,18600000,0.996184,0.63277,18700000,4047,3284,4512,4089,3347
3,18700000,0.987308,0.66222,18800000,4395,3332,4732,4147,3557
3,18800000,0.996947,0.65633,18900000,5416,4334,5828,5657,4842
3,18900000,0.999603,0.63684,19000000,4264,3351,4634,4160,3506
3,19000000,1,0.61859,19100000,4310,3678,4771,4315,3589
3,19100000,0.993621,0.62613,19200000,4498,3588,4750,4201,3622
3,19200000,1,0.63676,19300000,10130,7298,10719,11810,9969
3,19300000,1,0.61733,19400000,10715,10302,11206,13046,11844
3,19400000,1,0.65572,19500000,3911,3016,4450,4031,3184
3,19500000,0.998964,0.65163,19600000,5091,3729,5146,4348,4164
3,19600000,0.999695,0.6376,19700000,4096,3546,4595,4167,3488
3,19700000,0.998285,0.63876,19800000,4271,3583,4890,4251,3489
3,19800000,1,0.62881,19900000,4239,3536,4835,4230,3457
3,19900000,1,0.6295,20000000,4058,3339,4406,4001,3250
3,20000000,1,0.62972,20100000,3963,3475,4745,4075,3516
3,20100000,1,0.62984,20200000,4070,3431,4500,4044,3490
3,20200000,0.995043,0.62531,20300000,4370,3640,4848,4241,3613
3,20300000,1,0.63316,20400000,4031,3344,4601,3910,3487
3,20400000,0.963332,0.63222,20500000,4185,3464,4448,4193,3525
3,20500000,0.998245,0.63554,20600000,4357,3569,4812,4208,3658
3,20600000,0.999825,0.65783,20700000,4755,3657,5057,4704,4074
3,20700000,0.997567,0.64248,20800000,4148,3635,4853,4183,3475
3,20800000,0.997868,0.63178,20900000,4192,3650,4657,4291,3467
3,20900000,0.999275,0.63003,21000000,5674,5151,6231,6200,5347
3,21000000,0.999988,0.63224,21100000,4148,3425,4801,4260,3451
3,21100000,1,0.63454,21200000,4214,3403,4707,3839,3314
3,21200000,1,0.63322,21300000,4492,3593,4925,4215,3643
3,21300000,0.999988,0.63562,21400000,4411,3732,4862,4521,3568
3,21400000,1,0.63082,21500000,4004,3183,4506,3968,3212
3,21500000,1,0.64934,21600000,4959,3796,5352,4392,4057
3,21600000,1,0.62927,21700000,4441,3510,4914,4286,3517
3,21700000,1,0.6212,21800000,4444,3821,5027,4418,3704
3,21800000,1,0.63143,21900000,4487,3765,5107,4416,3665
3,21900000,1,0.63195,22000000,4476,3787,4922,4532,3698
3,22000000,0.979488,0.63638,22100000,4035,3394,4538,4145,3392
3,22100000,0.998825,0.63721,22200000,4172,3286,4649,4101,3508
3,22200000,0.992,0.62924,22300000,4203,3421,4707,4377,3528
3,22300000,0.96102,0.63211,22400000,4033,3405,4563,4066,3451
3,22400000,1,0.62874,22500000,4410,3705,4952,4485,3725
3,22500000,0.898028,0.61236,22600000,3921,3317,4490,3987,3354
3,22600000,0.971874,0.64082,22700000,4556,3729,5117,4515,3680
3,22700000,0.978058,0.63256,22800000,4225,3461,4597,4274,3533
3,22800000,1,0.62528,22900000,4093,3480,4746,4120,3525
3,22900000,1,0.6514,23000000,4486,3429,4765,4371,3440
3,23000000,1,0.62026,23100000,4073,3562,4808,3977,3329
3,23100000,0.97809,0.62573,23200000,4171,3005,4097,3565,2998
3,23200000,0.99826,0.62291,23300000,4623,3646,4984,4305,3854
3,23300000,1,0.60791,23400000,4178,3560,4586,4282,3410
4,0,0.988307,0.62105,100000,4525,3461,4583,2460,3414
4,100000,0.99913,0.63525,200000,4277,3436,4733,2273,3318
4,200000,0.999985,0.61889,300000,4222,3333,4377,2323,3439
4,300000,0.999472,0.63888,400000,4006,3126,4478,2286,3174
4,400000,0.99792,0.63847,500000,4324,3500,4609,2663,3626
4,500000,0.99981,0.64246,600000,4065,3206,4464,2192,3343
4,600000,0.997282,0.66289,700000,4183,3177,4458,2427,3323
4,700000,0.998295,0.65235,800000,4063,3087,4426,2151,3043
4,800000,0.998832,0.63278,900000,3726,3093,4211,1904,3050
4,900000,0.999845,0.64228,1000000,3890,3107,4082,2026,3007
4,1000000,0.994027,0.64306,1100000,3930,3152,4580,2183,3257
4,1100000,0.999215,0.62931,1200000,4083,3342,4750,2303,3413
4,1200000,0.999835,0.65003,1300000,4382,3319,4953,2461,3418
4,1300000,0.997103,0.64523,1400000,4343,3559,4734,2488,3605
4,1400000,0.99374,0.62723,1500000,4225,3484,4619,2266,3408
4,1500000,0.99901,0.63266,1600000,4589,4050,5662,3075,4120
4,1600000,0.990841,0.61856,1700000,3165,2481,3184,1073,2528
4,1700000,0.946404,0.63488,1800000,2652,2017,2780,775,2004
4,1800000,0.987132,0.62684,1900000,4675,3681,4463,2373,3750
4,1900000,0.983339,0.62358,2000000,4255,3588,4288,2517,3530
4,2000000,0.995652,0.63051,2100000,4766,3771,4856,2957,3871
4,2100000,0.990555,0.63581,2200000,5152,3903,4917,3019,4025
4,2200000,0.99593,0.63658,2300000,4332,3344,4336,2484,3636
4,2300000,0.998617,0.65998,2400000,4030,3117,4175,2208,3194
4,2400000,0.997653,0.65845,2500000,3812,2978,4176,2076,3145
4,2500000,1,0.65618,2600000,3504,3055,4309,2287,3230
4,2600000,0.985652,0.66088,2700000,3761,3097,4110,2212,3165
4,2700000,0.98307,0.637,2800000,4083,3250,4151,2301,3389
4,2800000,0.996751,0.62025,2900000,4371,3687,4290,2657,3475
4,2900000,0.819047,0.62833,3000000,40320,34183,42010,42312,32123
4,3000000,0.933997,0.58688,3100000,94234,77709,99642,91067,75516
4,3100000,0.985817,0.59422,3200000,5057,4270,4780,3239,4131
4,3200000,0.75346,0.6307,3300000,6014,4258,4668,2980,4170
4,3300000,0.999797,0.60513,3400000,4622,3830,4446,2776,3708
4,3400000,0.997994,0.60612,3500000,5414,4409,4623,3154,4255
4,3500000,0.993881,0.59977,3600000,5019,4273,4810,3139,4168
4,3600000,0.987503,0.57986,3700000,4847,4092,4721,2953,3956
4,3700000,0.93983,0.60805,3800000,5311,4534,5207,3537,4248
4,3800000,0.946381,0.61331,3900000,8437,7265,8274,5723,7131
4,3900000,0.898806,0.59166,4000000,80318,80316,67063,70103,68064
4,4000000,0.957184,0.64289,4100000,16737,14953,14498,10216,13378
4,4100000,0.996686,0.63332,4200000,4119,3474,4052,2311,3355
4,4200000,0.997362,0.62457,4300000,3647,2934,3579,1531,2909
4,4300000,0.9945,0.60584,4400000,3111,2673,2999,1195,2503
4,4400000,0.997449,0.61036,4500000,3169,2776,2931,1089,2436
4,4500000,0.951901,0.61863,4600000,3305,2660,3162,1398,2630
4,4600000,0.992975,0.65459,4700000,3847,2973,3481,1755,2941
4,4700000,0.995602,0.59402,4800000,6318,5511,7113,4710,5922
4,4800000,0.998659,0.65016,4900000,4204,3434,4166,2627,3252
4,4900000,0.985255,0.63578,5000000,4403,3490,4061,2409,3338
4,5000000,0.997061,0.58451,5100000,4615,3778,4683,2552,3678
4,5100000,0.994474,0.65391,5200000,4088,3304,4069,2455,3378
4,5200000,0.99659,0.6627,5300000,7221,5100,8337,5294,5987
4,5300000,0.977137,0.65566,5400000,4178,3211,4001,2278,3192
4,5400000,0.995583,0.66881,5500000,4339,3324,4424,2594,3361
4,5500000,0.976512,0.64969,5600000,12370,11513,15611,13079,13476
4,5600000,0.983674,0.6557,5700000,4083,3095,4230,2484,3242
4,5700000,0.99977,0.66532,5800000,4033,3158,4422,2326,3264
4,5800000,0.830696,0.64921,5900000,3822,3029,4159,2206,3128
4,5900000,0.912433,0.64138,6000000,3468,2836,3608,1916,2846
4,6000000,0.984688,0.66015,6100000,4449,3225,4514,2472,3520
4,6100000,0.994916,0.66837,6200000,4632,3286,4443,3087,3577
4,6200000,0.999085,0.65562,6300000,4445,3458,4520,2530,3545
4,6300000,0.987352,0.67202,6400000,4165,3009,4247,2359,3278
4,6400000,0.995798,0.65797,6500000,4258,3521,4398,2508,3490
4,6500000,0.989734,0.64379,6600000,3891,3250,4326,2068,3285
4,6600000,0.998077,0.65346,6700000,3676,2909,4040,2157,2886
4,6700000,0.999885,0.65144,6800000,4325,3529,4676,2436,3570
4,6800000,0.999765,0.66353,6900000,4730,3250,5128,2451,3691
4,6900000,0.99944,0.6407,7000000,4520,3582,4589,2529,3757
4,7000000,0.99562,0.64728,7100000,4104,3037,4252,2050,3170
4,7100000,0.99904,0.65588,7200000,4319,3235,4864,2279,3312
4,7200000,0.999915,0.65698,7300000,3712,3078,4376,2235,3057
4,7300000,0.987961,0.66796,7400000,4315,3328,5056,2852,3674
4,7400000,0.988935,0.65216,7500000,3946,3166,4350,2418,3242
4,7500000,0.99932,0.66535,7600000,4048,2990,4199,2482,3265
