chr,start,mappability,gc_content,end,LL_RS2L_G1_1,LL_RS2L_G1_2,LL_RS2L_G1_3
chr1,22850000,0.279325,0.6265,22860000,169,167,180
chr1,22860000,0.304287,0.6305,22870000,165,162,191
chr1,22870000,0.573725,0.629,22880000,348,322,451
chr1,22880000,0.255515,0.6025,22890000,160,140,133
chr1,22890000,0.20375,0.6322,22900000,93,99,126
chr1,22900000,0.448419,0.6312,22910000,262,240,283
chr1,22910000,0.505291,0.5534,22920000,280,301,370
chr1,22920000,0.387979,0.5859,22930000,210,206,279
chr1,22930000,0.840009,0.5871,22940000,131598,144572,136509
chr1,22940000,0.670942,0.6053,22950000,60585,54897,76088
chr1,22950000,0.464125,0.6197,22960000,273,240,281
chr1,22960000,0.491431,0.618,22970000,215,184,259
chr1,22970000,0.59811,0.586,22980000,411,379,451
chr1,22980000,0.477278,0.6299,22990000,270,235,327
chr1,22990000,0.547578,0.6273,23000000,442,431,453
chr1,23000000,0.647346,0.5938,23010000,450,428,664
chr1,23010000,0.552035,0.613,23020000,302,284,324
chr1,23020000,0.606868,0.6275,23030000,1047,1426,1390
chr1,23030000,0.703369,0.5718,23040000,1316,1562,2131
chr1,23040000,0.494075,0.5229,23050000,253,266,349
chr1,23050000,0.805459,0.6045,23060000,1800,2311,2799
chr1,23060000,0.445618,0.6253,23070000,132,93,141
chr1,23070000,0.457457,0.6254,23080000,235,173,240
chr1,23080000,0.718604,0.6249,23090000,508,433,490
chr1,23090000,0.919321,0.6196,23100000,815,767,840
chr1,23100000,0.436749,0.629,23110000,192,175,255
chr1,23110000,0.712149,0.6291,23120000,533,486,520
chr1,23120000,0.16837,0.6302,23130000,45,39,55
chr1,23130000,0.154635,0.631,23140000,55,41,56
chr1,23140000,0.623851,0.631,23150000,422,418,462
chr1,23150000,0.623577,0.6267,23160000,541,483,492
chr1,23160000,0.513267,0.6279,23170000,346,318,336
chr1,23170000,0.31547,0.625,23180000,87,79,111
chr1,23180000,0.398622,0.6272,23190000,245,227,309
chr1,23190000,0.337542,0.6274,23200000,203,173,246
chr1,23200000,0.407683,0.6276,23210000,320,240,274
chr1,23210000,0.285811,0.6278,23220000,111,95,146
chr1,23220000,0.24707,0.6269,23230000,111,90,116
chr1,23230000,0.281466,0.6284,23240000,142,126,139
chr1,23240000,0.399804,0.6305,23250000,204,184,210
chr1,23250000,0.386381,0.6308,23260000,152,134,159
chr1,23260000,0.700645,0.6245,23270000,539,484,622
chr1,23270000,0.749714,0.6231,23280000,582,553,615
chr1,23280000,0.524262,0.6242,23290000,235,269,353
chr1,23290000,0.424838,0.6305,23300000,244,216,277
chr1,23300000,0.24533,0.5841,23310000,117,135,183
chr1,23310000,0.803096,0.6018,23320000,957,984,1247
chr1,23320000,0.840092,0.5666,23330000,557,616,737
chr1,23330000,0.517417,0.6186,23340000,675,706,764
chr1,23340000,0.288116,0.6298,23350000,152,117,169
chr1,23350000,0.316236,0.6302,23360000,198,193,200
chr1,23360000,0.362239,0.6306,23370000,222,206,245
chr1,23370000,0.285499,0.6295,23380000,165,169,185
chr1,23380000,0.342137,0.6136,23390000,203,183,225
chr1,23390000,0.510581,0.6067,23400000,420,377,452
chr1,23400000,0.394054,0.6317,23410000,171,173,206
chr1,23410000,0.385086,0.6302,23420000,205,203,252
chr1,23420000,0.341181,0.6291,23430000,100,92,118
chr1,23430000,0.282623,0.6291,23440000,116,103,160
chr1,23440000,0.305367,0.63,23450000,75,71,93
chr1,23450000,0.242462,0.6125,23460000,84,59,93
chr1,23460000,0.355637,0.6061,23470000,106,84,113
chr1,23470000,0.342743,0.5968,23480000,91,71,106
chr1,23480000,0.449246,0.6222,23490000,191,195,213
chr1,23490000,0.680758,0.6028,23500000,516,463,588
chr1,23500000,0.435754,0.6285,23510000,244,196,256
chr1,23510000,0.466822,0.6297,23520000,329,308,341
chr1,23520000,0.252618,0.6287,23530000,95,79,114
chr1,23530000,0.655307,0.6255,23540000,553,463,585
chr1,23540000,0.744989,0.5654,23550000,491,517,540
chr1,23550000,0.497875,0.5954,23560000,364,345,449
chr1,23560000,0.776546,0.6083,23570000,679,687,785
chr1,23570000,0.718329,0.6078,23580000,564,609,750
chr1,23580000,0.766382,0.6153,23590000,591,537,733
chr1,23590000,0.793892,0.6486,23600000,839,741,905
chr1,23600000,0.411205,0.5854,23610000,251,271,323
chr1,23610000,0.761364,0.6133,23620000,620,578,672
chr1,23620000,0.650692,0.6384,23630000,438,367,455
chr1,23630000,0.708426,0.6391,23640000,482,473,595
chr1,23640000,0.766207,0.6032,23650000,637,704,779
chr1,23650000,0.819103,0.6284,23660000,650,656,703
chr1,23660000,0.490042,0.6306,23670000,197,194,213
chr1,23670000,0.141117,0.6262,23680000,1,4,9
chr1,23680000,0.21885,0.6262,23690000,58,51,67
chr1,23690000,0.49658,0.5981,23700000,286,275,369
chr1,23700000,0.788856,0.6183,23710000,647,599,712
chr1,23710000,0.376208,0.5944,23720000,256,265,295
chr1,23720000,0.478826,0.624,23730000,216,221,238
chr1,23730000,0.377846,0.6278,23740000,155,125,155
chr1,23740000,0.772939,0.6278,23750000,545,509,597
chr1,23750000,0.687639,0.623,23760000,509,494,452
chr1,23760000,0.334059,0.6268,23770000,108,108,110
chr1,23770000,0.621446,0.6207,23780000,356,327,324
chr1,23780000,0.609398,0.6288,23790000,338,290,347
chr1,23790000,0.453092,0.6274,23800000,223,188,231
chr1,23800000,0.429419,0.6263,23810000,212,188,183
chr1,23810000,0.607374,0.6418,23820000,430,382,447
chr1,23820000,0.97415,0.6005,23830000,795,769,898
chr1,23830000,0.983883,0.5726,23840000,813,891,956
chr1,23840000,0.62061,0.6026,23850000,528,503,640
chr1,23850000,0.632135,0.5842,23860000,470,486,581
chr1,23860000,0.994686,0.6751,23870000,1322,1195,1356
chr1,23870000,1,0.6006,23880000,971,1064,1060
chr1,23880000,0.973375,0.6826,23890000,1438,1337,1462
chr1,23890000,0.913018,0.5569,23900000,649,671,770
chr1,23900000,0.870435,0.5979,23910000,893,903,1128
chr1,23910000,0.9992,0.5766,23920000,900,922,1027
chr1,23920000,0.999917,0.6978,23930000,1468,1372,1546
chr1,23930000,0.981383,0.6379,23940000,1019,1113,1031
chr1,23940000,0.996333,0.6052,23950000,1125,1193,1213
chr1,23950000,0.988167,0.6009,23960000,1071,1038,1157
chr1,23960000,0.960361,0.7153,23970000,1477,1401,1632
chr1,23970000,1,0.6493,23980000,1107,1094,1149
chr1,23980000,0.990575,0.6207,23990000,1093,1061,1106
chr1,23990000,1,0.6102,24000000,1039,1105,1150
chr1,24000000,0.99535,0.6479,24010000,1249,1248,1307
chr1,24010000,0.970775,0.6407,24020000,1140,1155,1408
chr1,24020000,0.9877,0.6009,24030000,916,1047,993
chr1,24030000,0.8885,0.6942,24040000,1066,1011,1187
chr1,24040000,0.994433,0.668,24050000,1340,1275,1527
chr1,24050000,0.965963,0.674,24060000,1402,1327,1632
chr1,24060000,0.994884,0.7251,24070000,1721,1666,1935
chr1,24070000,0.964754,0.6664,24080000,1311,1253,1479
chr1,24080000,0.800866,0.6185,24090000,787,869,858
chr1,24090000,0.715845,0.614,24100000,878,771,934
chr1,24100000,0.719051,0.6418,24110000,858,896,1068
chr1,24110000,1,0.6195,24120000,1053,1089,1156
chr1,24120000,0.997544,0.6564,24130000,1340,1259,1469
chr1,24130000,1,0.6404,24140000,1026,1053,1087
chr1,24140000,1,0.664,24150000,1436,1397,1450
chr1,24150000,0.892598,0.663,24160000,1018,992,1193
chr1,24160000,0.983433,0.5781,24170000,914,941,1079
chr1,24170000,0.86178,0.7135,24180000,1308,1166,1350
chr1,24180000,0.968959,0.6293,24190000,1063,1162,1082
chr1,24190000,0.984353,0.6064,24200000,1065,1041,1218
chr1,24200000,0.948358,0.587,24210000,900,959,1032
chr1,24210000,0.945925,0.6419,24220000,1138,1146,1334
chr1,24220000,0.967692,0.6296,24230000,1006,1049,1103
chr1,24230000,0.889972,0.5504,24240000,665,689,780
chr1,24240000,0.76726,0.5547,24250000,535,580,635
chr1,24250000,0.95125,0.6059,24260000,961,1034,1090
chr1,24260000,0.599063,0.6765,24270000,437,457,539
chr1,24270000,0.366962,0.6431,24280000,73,80,100
chr1,24280000,0.4573,0.6632,24290000,227,203,252
chr1,24290000,0.833617,0.6749,24300000,25868,24723,31590
chr1,24300000,0.994808,0.6957,24310000,44630,51192,46297
chr1,24310000,0.972607,0.6787,24320000,1369,1337,1439
chr1,24320000,0.9964,0.6372,24330000,970,1061,1066
chr1,24330000,0.99525,0.6821,24340000,1309,1263,1537
chr1,24340000,0.9303,0.6693,24350000,1187,1133,1234
chr1,24350000,0.987495,0.7153,24360000,1509,1431,1667
chr1,24360000,0.73007,0.7074,24370000,673,708,868
chr1,24370000,0.783309,0.587,24380000,687,638,783
chr1,24380000,0.994117,0.578,24390000,958,925,978
chr1,24390000,0.99305,0.5937,24400000,874,913,1040
chr1,24400000,0.968537,0.6342,24410000,1028,1067,1145
chr1,24410000,1,0.6052,24420000,1056,1056,1071
chr1,24420000,0.985851,0.6776,24430000,1422,1476,1660
chr1,24430000,0.65725,0.6965,24440000,443,440,462
chr1,24440000,0.642653,0.7375,24450000,534,527,768
chr1,24450000,0.646278,0.691,24460000,449,387,575
chr1,24460000,0.85433,0.6739,24470000,926,957,1000
chr1,24470000,1,0.7151,24480000,1573,1487,1700
chr1,24480000,0.946356,0.6726,24490000,1433,1265,1457
chr1,24490000,0.895272,0.639,24500000,1116,1009,1286
chr1,24500000,0.9933,0.6141,24510000,918,1003,1038
chr1,24510000,0.949063,0.6771,24520000,1293,1256,1430
chr1,24520000,0.9973,0.6485,24530000,1214,1261,1321
chr1,24530000,0.965485,0.6531,24540000,1152,1062,1186
chr1,24540000,0.87505,0.6614,24550000,1007,1013,1017
chr1,24550000,0.965017,0.6285,24560000,1143,1178,1281
chr1,24560000,0.386378,0.5851,24570000,264,249,337
chr1,24570000,0.881957,0.5886,24580000,851,885,958
chr1,24580000,0.9996,0.6528,24590000,1194,1229,1320
chr1,24590000,1,0.611,24600000,706,841,781
chr1,24600000,0.838275,0.6796,24610000,1072,1050,1235
chr1,24610000,0.739695,0.6133,24620000,812,882,991
chr1,24620000,0.475261,0.5646,24630000,492,470,573
chr1,24630000,0.992609,0.6087,24640000,1000,978,1087
chr1,24640000,0.864716,0.5569,24650000,641,541,749
chr1,24650000,0.850429,0.5718,24660000,701,631,788
chr1,24660000,0.954092,0.6471,24670000,1069,1043,1281
chr1,24670000,1,0.6937,24680000,1465,1360,1551
chr1,24680000,1,0.6118,24690000,981,1071,1093
chr1,24690000,0.831428,0.6216,24700000,983,1044,1257
chr1,24700000,0.9978,0.6216,24710000,1154,1110,1272
chr1,24710000,0.9978,0.6076,24720000,1030,994,1161
chr1,24720000,0.995875,0.6546,24730000,1300,1295,1258
chr1,24730000,0.558098,0.6218,24740000,665,659,728
chr1,24740000,0.823527,0.6524,24750000,976,1070,1094
chr1,24750000,0.942311,0.7064,24760000,1367,1287,1566
chr1,24760000,1,0.6481,24770000,1178,1362,1238
chr1,24770000,0.904299,0.665,24780000,1163,1228,1361
chr1,24780000,0.984883,0.6495,24790000,1631,1371,1652
chr1,24790000,0.918642,0.5969,24800000,819,840,1047
chr1,24800000,0.9874,0.6238,24810000,1084,1173,1148
chr1,24810000,0.59745,0.6089,24820000,587,496,655
chr1,24820000,0.483407,0.5704,24830000,411,392,467
chr1,24830000,0.847633,0.6372,24840000,872,820,958
chr1,24840000,0.891525,0.6386,24850000,898,953,1110
chr1,24850000,0.943256,0.6493,24860000,961,940,1085
chr1,24860000,0.966527,0.643,24870000,1003,996,1222
chr1,24870000,0.99345,0.662,24880000,1077,1092,1195
chr1,24880000,0.887489,0.6654,24890000,1081,1052,1316
chr1,24890000,0.95685,0.6299,24900000,969,1025,1034
chr1,24900000,0.9106,0.6409,24910000,927,980,1015
chr1,24910000,0.94885,0.6366,24920000,1018,1146,1175
chr1,24920000,0.993055,0.6958,24930000,1425,1330,1481
chr1,24930000,0.99585,0.5989,24940000,1465,1613,1509
chr1,24940000,1,0.6927,24950000,1549,1543,1678
chr1,24950000,0.99965,0.6,24960000,831,997,870
chr1,24960000,0.912628,0.7153,24970000,1394,1280,1691
chr1,24970000,0.99575,0.6528,24980000,1227,1284,1307
chr1,24980000,0.959475,0.6315,24990000,1084,1177,1284
chr1,24990000,0.9983,0.6356,25000000,1680,1689,1566
chr1,25000000,0.982933,0.6822,25010000,1299,1335,1538
chr1,25010000,0.975055,0.645,25020000,1173,1155,1385
chr1,25020000,1,0.6741,25030000,1342,1388,1431
chr1,25030000,0.969623,0.6754,25040000,1370,1415,1486
chr1,25040000,1,0.6661,25050000,1400,1329,1455
chr1,25050000,0.996367,0.69,25060000,1452,1360,1657
chr1,25060000,0.98895,0.6419,25070000,1168,1219,1337
chr1,25070000,0.88245,0.6546,25080000,1065,931,1123
chr1,25080000,0.606247,0.6001,25090000,563,532,731
chr1,25090000,0.872014,0.6523,25100000,1092,1039,1263
chr1,25100000,0.993963,0.6729,25110000,1267,1344,1448
chr1,25110000,0.96355,0.7032,25120000,1384,1380,1685
chr1,25120000,0.94665,0.6281,25130000,959,919,1098
chr1,25130000,0.994933,0.6977,25140000,1472,1462,1567
chr1,25140000,0.640712,0.5886,25150000,757,757,762
chr1,25150000,0.940647,0.6463,25160000,1198,1172,1179
chr1,25160000,0.874179,0.6199,25170000,973,820,1033
chr1,25170000,0.916852,0.6752,25180000,1120,1140,1282
chr1,25180000,0.99905,0.6437,25190000,1169,1097,1317
chr1,25190000,0.955439,0.725,25200000,1513,1450,1777
chr1,25200000,0.911917,0.6698,25210000,1194,1150,1456
chr1,25210000,0.996039,0.6699,25220000,1226,1314,1306
chr1,25220000,1,0.6957,25230000,1493,1490,1554
chr1,25230000,0.986097,0.7196,25240000,1510,1480,1716
chr1,25240000,1,0.6508,25250000,1292,1396,1343
chr1,25250000,0.838894,0.5922,25260000,809,780,965
chr1,25260000,0.73075,0.544,25270000,573,636,735
chr1,25270000,0.964981,0.7028,25280000,1425,1342,1626
chr1,25280000,0.926682,0.689,25290000,1472,1490,1699
chr1,25290000,0.930001,0.6984,25300000,1308,1279,1526
chr1,25300000,1,0.6249,25310000,1078,1193,1128
chr1,25310000,1,0.625,25320000,978,1090,1118
chr1,25320000,1,0.6896,25330000,1418,1460,1573
chr1,25330000,0.99225,0.6489,25340000,1152,1216,1238
chr1,25340000,0.931594,0.673,25350000,1225,1134,1310
chr1,25350000,0.850622,0.6655,25360000,918,903,1092
chr1,25360000,0.977883,0.6525,25370000,1176,1298,1195
chr1,25370000,1,0.6913,25380000,1482,1458,1741
chr1,25380000,0.959573,0.6192,25390000,965,1102,1106
chr1,25390000,0.989209,0.708,25400000,1470,1371,1658
chr1,25400000,1,0.6431,25410000,1161,1180,1245
chr1,25410000,0.993117,0.6976,25420000,1553,1496,1709
chr1,25420000,0.937593,0.6238,25430000,1101,1081,1256
chr1,25430000,0.27478,0.5355,25440000,112,95,167
chr1,25440000,0.970935,0.6515,25450000,1243,1279,1269
chr1,25450000,1,0.619,25460000,987,1098,1028
chr1,25460000,0.985533,0.6671,25470000,1293,1225,1331
chr1,25470000,0.734434,0.6541,25480000,889,893,1004
chr1,25480000,0.954998,0.6523,25490000,1205,1171,1302
chr1,25490000,0.993523,0.6475,25500000,1150,1280,1397
chr1,25500000,0.9989,0.698,25510000,1520,1455,1605
chr1,25510000,0.9985,0.6425,25520000,1247,1314,1398
chr1,25520000,0.9992,0.5691,25530000,945,1003,1086
chr1,25530000,0.9879,0.6392,25540000,1317,1196,1383
chr1,25540000,0.983866,0.6926,25550000,1400,1424,1540
chr1,25550000,0.81736,0.6466,25560000,902,974,1076
chr1,25560000,0.876008,0.6659,25570000,1029,958,1280
chr1,25570000,0.850473,0.7074,25580000,1240,1001,1302
chr1,25580000,0.937567,0.7088,25590000,1379,1202,1612
chr1,25590000,0.922965,0.6628,25600000,1014,970,1246
chr1,25600000,0.98685,0.6394,25610000,1068,1147,1195
chr1,25610000,0.957396,0.669,25620000,1114,1111,1163
chr1,25620000,0.365091,0.5934,25630000,255,253,239
chr1,25630000,1,0.6369,25640000,763,728,800
chr1,25640000,0.974425,0.6387,25650000,1056,1181,1165
chr1,25650000,0.929724,0.5861,25660000,894,865,1086
chr1,25660000,0.951575,0.5647,25670000,916,894,988
chr1,25670000,0.960367,0.6069,25680000,915,1037,1159
chr1,25680000,0.999,0.6466,25690000,1211,1261,1351
chr1,25690000,0.93905,0.6212,25700000,1072,1065,1275
chr1,25700000,1,0.7,25710000,1800,1488,1828
chr1,25710000,0.796929,0.7079,25720000,1149,1110,1263
chr1,25720000,0.779551,0.6442,25730000,847,800,1030
chr1,25730000,0.995667,0.704,25740000,1486,1455,1604
chr1,25740000,0.992583,0.6919,25750000,1417,1327,1615
chr1,25750000,0.990258,0.6479,25760000,1289,1259,1427
chr1,25760000,1,0.5584,25770000,938,1082,1103
chr1,25770000,0.99955,0.7263,25780000,1647,1639,1863
chr1,25780000,1,0.6629,25790000,1343,1335,1365
chr1,25790000,0.945217,0.6242,25800000,1095,919,1176
chr1,25800000,0.942683,0.6732,25810000,1147,1180,1309
chr1,25810000,0.9236,0.6327,25820000,965,1002,1180
chr1,25820000,0.9889,0.6683,25830000,1491,1365,1589
chr1,25830000,1,0.6781,25840000,1396,1365,1469
chr1,25840000,0.99395,0.6443,25850000,1086,1226,1139
chr1,25850000,0.996892,0.6412,25860000,1124,1226,1251
chr1,25860000,0.996625,0.6566,25870000,1255,1288,1310
chr1,25870000,0.974837,0.6788,25880000,1294,1259,1483
chr1,25880000,0.99545,0.6479,25890000,1181,1187,1204
chr1,25890000,0.95315,0.6642,25900000,1200,1225,1362
chr1,25900000,0.837352,0.6518,25910000,1065,1016,1187
chr1,25910000,0.733583,0.6596,25920000,583,592,698
chr1,25920000,0.996753,0.6478,25930000,1149,1159,1306
chr1,25930000,0.906426,0.6629,25940000,1116,1203,1353
chr1,25940000,1,0.6635,25950000,1278,1345,1449
chr1,25950000,0.988183,0.6549,25960000,1081,1209,1234
chr1,25960000,0.826408,0.6443,25970000,941,959,1133
chr1,25970000,0.917929,0.653,25980000,798,852,976
chr1,25980000,1,0.6458,25990000,1279,1308,1379
chr1,25990000,0.990733,0.6035,26000000,1049,1134,1163
chr1,26000000,0.898633,0.6296,26010000,960,1026,1085
chr1,26010000,0.979367,0.6927,26020000,1455,1419,1540
chr1,26020000,0.9107,0.6381,26030000,1059,1048,1084
chr1,26030000,0.97655,0.6728,26040000,1297,1259,1490
chr1,26040000,0.9966,0.6075,26050000,1030,1118,1139
chr1,26050000,0.958633,0.728,26060000,1551,1447,1712
chr1,26060000,0.970567,0.6816,26070000,1210,1184,1360
chr1,26070000,0.9987,0.6521,26080000,806,831,857
chr1,26080000,0.629333,0.594,26090000,454,430,466
chr1,26090000,1,0.6352,26100000,656,717,745
chr1,26100000,0.98885,0.6416,26110000,1133,1109,1236
chr1,26110000,0.98144,0.6339,26120000,741,762,836
chr1,26120000,0.9987,0.6524,26130000,1202,1234,1168
chr1,26130000,0.967257,0.6375,26140000,1026,1022,1309
chr1,26140000,0.9915,0.6619,26150000,1211,1306,1304
chr1,26150000,0.943056,0.6529,26160000,1141,1161,1298
chr1,26160000,0.993183,0.6399,26170000,1082,1151,1206
chr1,26170000,1,0.6622,26180000,1181,1188,1366
chr1,26180000,0.984695,0.7165,26190000,1521,1301,1652
chr1,26190000,1,0.653,26200000,1260,1253,1194
chr1,26200000,0.94751,0.6303,26210000,1101,1115,1278
chr1,26210000,0.924735,0.6376,26220000,1012,1044,1189
chr1,26220000,0.9997,0.697,26230000,1472,1405,1655
chr1,26230000,0.9045,0.5783,26240000,711,797,906
chr1,26240000,0.955573,0.7018,26250000,1447,1418,1581
chr1,26250000,0.980947,0.6582,26260000,1196,1295,1330
chr1,26260000,0.999733,0.6544,26270000,1283,1259,1285
chr1,26270000,0.838584,0.5505,26280000,480,516,631
chr1,26280000,0.988197,0.6502,26290000,1305,1196,1388
chr1,26290000,0.850706,0.6187,26300000,826,750,996
chr1,26300000,0.619827,0.6209,26310000,336,328,430
chr1,26310000,0.533017,0.6147,26320000,234,250,317
chr1,26320000,0.517667,0.7052,26330000,308,266,390
chr1,26330000,0.640691,0.5871,26340000,264,285,413
chr1,26340000,0.440293,0.6408,26350000,285,266,370
chr1,26350000,0.518822,0.6057,26360000,208,165,266
chr1,26360000,0.629167,0.7014,26370000,539,483,660
chr1,26370000,0.619939,0.6182,26380000,284,281,381
chr1,26380000,0.539468,0.621,26390000,297,279,393
chr1,26390000,0.439655,0.6193,26400000,198,211,251
chr1,26400000,0.589375,0.6875,26410000,399,372,540
chr1,26410000,0.801392,0.6844,26420000,814,866,1066
chr1,26420000,0.97086,0.6908,26430000,1404,1295,1465
chr1,26430000,0.973706,0.6557,26440000,1164,1078,1321
chr1,26440000,0.99885,0.675,26450000,1350,1322,1383
chr1,26450000,0.723026,0.6186,26460000,509,477,612
chr1,26460000,0.965433,0.6547,26470000,1252,1193,1285
chr1,26470000,1,0.686,26480000,1507,1516,1583
chr1,26480000,0.9995,0.656,26490000,1300,1326,1369
chr1,26490000,0.991394,0.6502,26500000,1263,1252,1361
chr1,26500000,0.819462,0.6185,26510000,903,865,1086
chr1,26510000,0.986451,0.6788,26520000,1312,1300,1415
chr1,26520000,0.985387,0.6448,26530000,1066,1120,1181
chr1,26530000,0.783334,0.5466,26540000,443,464,607
chr1,26540000,0.96792,0.6161,26550000,1012,1006,1074
chr1,26550000,0.99149,0.6299,26560000,1096,1178,1161
chr1,26560000,0.975812,0.5572,26570000,662,751,826
chr1,26570000,0.9831,0.6766,26580000,1376,1305,1583
chr1,26580000,0.9797,0.6697,26590000,1102,1202,1252
chr1,26590000,0.825028,0.6847,26600000,983,957,1072
chr1,26600000,0.980875,0.64,26610000,1159,1155,1298
chr1,26610000,1,0.7132,26620000,1656,1505,1675
chr1,26620000,0.989628,0.711,26630000,1521,1481,1611
chr1,26630000,0.928392,0.5972,26640000,851,831,1025
chr1,26640000,0.909944,0.6481,26650000,1134,1175,1256
chr1,26650000,0.867408,0.6321,26660000,974,918,1237
chr1,26660000,0.9927,0.6442,26670000,1148,1155,1378
chr1,26670000,0.99605,0.6112,26680000,1061,1079,1197
chr1,26680000,0.989545,0.7114,26690000,1613,1580,1749
chr1,26690000,1,0.5652,26700000,975,1002,1054
chr1,26700000,0.98855,0.6615,26710000,1375,1342,1436
chr1,26710000,0.964025,0.6581,26720000,1155,1113,1332
chr1,26720000,0.918179,0.6843,26730000,1274,1349,1486
chr1,26730000,0.872936,0.6982,26740000,1333,1228,1680
chr1,26740000,0.833445,0.6507,26750000,1027,963,1211
chr1,26750000,0.971146,0.6382,26760000,1026,1024,1155
chr1,26760000,1,0.6166,26770000,769,865,899
chr1,26770000,1,0.6219,26780000,938,889,954
chr1,26780000,1,0.6101,26790000,1036,1057,1165
chr1,26790000,0.982366,0.692,26800000,1433,1287,1465
chr1,26800000,0.85624,0.7436,26810000,1355,1141,1658
chr1,26810000,1,0.6162,26820000,968,1073,1070
chr1,26820000,1,0.6184,26830000,940,1128,1070
chr1,26830000,1,0.6405,26840000,1081,1215,1211
chr1,26840000,0.980127,0.6202,26850000,1101,1150,1053
chr1,26850000,0.999142,0.6386,26860000,1097,1143,1224
chr1,26860000,0.931416,0.6996,26870000,1352,1363,1520
chr1,26870000,0.56365,0.5462,26880000,314,289,440
chr1,26880000,0.901636,0.6903,26890000,1376,1296,1658
chr1,26890000,0.934915,0.6628,26900000,1114,1166,1326
chr1,26900000,0.988375,0.6371,26910000,1077,1123,1271
chr1,26910000,0.996433,0.6541,26920000,1155,1106,1274
chr1,26920000,1,0.65,26930000,1222,1273,1315
chr1,26930000,0.814052,0.5389,26940000,616,601,787
chr1,26940000,0.60026,0.549,26950000,638,690,968
chr1,26950000,0.990098,0.6522,26960000,1265,1259,1379
chr1,26960000,0.940465,0.6254,26970000,954,962,1143
chr1,26970000,1,0.636,26980000,1097,1100,1233
chr1,26980000,0.826422,0.6042,26990000,817,845,890
chr1,26990000,0.886979,0.5988,27000000,784,869,938
chr1,27000000,0.964206,0.6493,27010000,1147,1162,1295
chr1,27010000,1,0.624,27020000,1015,1105,1091
chr1,27020000,0.965105,0.7103,27030000,1564,1337,1878
chr1,27030000,1,0.6285,27040000,1069,1210,1157
chr1,27040000,1,0.6393,27050000,1018,1111,1148
chr1,27050000,0.899595,0.6542,27060000,1065,949,1221
chr1,27060000,0.89265,0.6416,27070000,767,835,1020
chr1,27070000,0.944235,0.684,27080000,1421,1384,1480
chr1,27080000,0.92627,0.5567,27090000,650,678,863
chr1,27090000,0.939838,0.5158,27100000,612,537,743
chr1,27100000,0.9456,0.6218,27110000,1054,1068,1174
chr1,27110000,0.710535,0.568,27120000,491,577,556
chr1,27120000,0.984355,0.6373,27130000,1051,1115,1255
chr1,27130000,1,0.6031,27140000,911,1048,949
chr1,27140000,0.984312,0.6502,27150000,1150,1220,1265
chr1,27150000,1,0.6213,27160000,1069,1168,1154
chr1,27160000,0.797198,0.6426,27170000,861,889,956
chr1,27170000,0.891118,0.6288,27180000,898,1014,960
chr1,27180000,0.992056,0.6442,27190000,1126,1206,1130
chr1,27190000,0.563133,0.6052,27200000,520,445,529
chr1,27200000,0.427963,0.5756,27210000,299,294,421
chr1,27210000,0.878575,0.6255,27220000,894,934,969
chr1,27220000,0.9892,0.6872,27230000,1418,1411,1499
chr1,27230000,0.99935,0.6755,27240000,1368,1322,1461
chr1,27240000,0.999633,0.6419,27250000,1029,1219,1113
chr1,27250000,0.986269,0.6722,27260000,1214,1152,1325
chr1,27260000,0.874622,0.607,27270000,801,828,973
chr1,27270000,0.98665,0.6409,27280000,1172,1182,1226
chr1,27280000,1,0.6369,27290000,1189,1291,1176
chr1,27290000,0.889177,0.6824,27300000,1169,1108,1432
chr1,27300000,0.926242,0.6404,27310000,978,956,1194
chr1,27310000,0.958569,0.6108,27320000,938,974,1026
chr1,27320000,0.9643,0.6288,27330000,1016,1067,1191
chr1,27330000,0.988883,0.6742,27340000,1210,1340,1473
chr1,27340000,0.99975,0.6477,27350000,1252,1263,1387
chr1,27350000,0.9979,0.6345,27360000,1154,1169,1271
chr1,27360000,0.991917,0.6557,27370000,1194,1204,1303
chr1,27370000,0.818195,0.6762,27380000,974,931,1011
chr1,27380000,0.9781,0.6469,27390000,1136,1082,1177
chr1,27390000,0.9881,0.6324,27400000,1184,1205,1273
chr1,27400000,0.99885,0.601,27410000,1051,1053,1173
chr1,27410000,0.99665,0.6304,27420000,970,1008,1098
chr1,27420000,0.98081,0.6357,27430000,1042,1179,1167
chr1,27430000,0.96581,0.6473,27440000,1100,1167,1258
chr1,27440000,0.988487,0.6496,27450000,1198,1218,1235
chr1,27450000,1,0.6653,27460000,1265,1238,1351
chr1,27460000,0.943734,0.6569,27470000,1221,1266,1493
chr1,27470000,0.9954,0.6573,27480000,1225,1258,1283
chr1,27480000,0.993847,0.6399,27490000,1070,1135,1266
chr1,27490000,0.991916,0.6436,27500000,1102,1217,1219
chr1,27500000,0.939163,0.6516,27510000,1121,1098,1360
chr1,27510000,0.773575,0.6316,27520000,669,790,735
chr1,27520000,1,0.6665,27530000,1215,1244,1263
chr1,27530000,0.99835,0.7237,27540000,1670,1580,1917
chr1,27540000,0.771853,0.6701,27550000,924,957,1085
chr1,27550000,0.785722,0.6511,27560000,901,949,1112
chr1,27560000,1,0.6458,27570000,1249,1343,1255
chr1,27570000,1,0.688,27580000,1334,1416,1584
chr1,27580000,0.881173,0.6546,27590000,852,925,1052
chr1,27590000,0.991136,0.6491,27600000,1019,1154,1182
chr1,27600000,0.855119,0.6814,27610000,1230,1119,1381
